91	The article aims to present the results of research on the importance of IT systems in the integration of knowledge management and business process management in organisations operating on the Polish market. We consider this issue in the context of the impact of the elements examined on the quality of the processes carried out, the effectiveness of the business, and customer satisfaction. The research was conducted in Poland in 2020 on a sample of 107 enterprises with a range of international (48%), national (39%), regional (6%), and local (6%). Among the organisations surveyed were manufacturing and service companies operating in various industries. The dominant group of respondents were large enterprises (55%), medium-sized enterprises accounted for 22%, small enterprises - 19%, and micro-enterprises - 4%. The article indicates the industries in which IT systems are used to the greatest extent in business process management and knowledge management. The respondents referred to the role (significance) of improving the availability of knowledge resources for the benefit of improving the quality of processes implemented, optimising key performance indicators (KPIs), costs, and time, as well as increasing customer satisfaction. The results indicate statistically significant relationships between the variables studied - business process management and knowledge management (with the use of IT systems), and the quality of processes, their effectiveness, and the level of customer satisfaction. © 2022 International Association for Computer Information Systems
92	Networks of interdependent organizations cooperate to produce goods or, nowadays, services that are of value to their markets as well as to the participating organizations. Such co-operations can be supported by corresponding business processes which are based on SOA technology. Developing and managing SOA-based business processes in such service networks necessitates a comprehensive architecture which is on the one hand grounded on solid design principles, and on the other hand capturing best-practices and experiences. Such an architecture is currently lacking. This paper outlines a first attempt to develop and validate an architecture for developing, monitoring, measuring and optimizing SOA-enabled business processes in service networks. A case study from the telecommunications industry is analyzed, and different aspects of service networks are addressed. © 2008 Springer Berlin Heidelberg.
93	Process Performance Management (PPM) comprises the planning, monitoring, and control of process performance. Even though numerous methods and concepts for managing process performance do exist, many service companies develop their own PPM approaches and systems to monitor and control their service processes. However, they are often unaware of the factors which really are important when applying PPM. Therefore this paper aims to identify which factors are critical for the successful application of PPM for services. The findings of a multiple-case study research provide a first understanding of the causal relationships and, as a result, 'process knowledge/models' and 'information quality' appear to be important success factors of PPM for services.
94	In this paper, a method for hybrid short- to long-term planning of available resources for operations is presented, which is based on a known or deterministically forecasted but highly variable demand. The method considers quantitative measures such as the performance and the availability of resources, ergonomically relevant KPI and ultimately process costs in order to serve as a pragmatic planning tool for operations managers in SMEs. Specifically, the method enables exploiting the ergonomic advantages of available flexible automation technology (e.g. AGVs or picking robots), while assuring that these do not represent a capacity bottleneck. After presenting the method along with the necessary assumptions, mainly concerning the availability of data for the calculations, we report a case study that quantifies the impact of throughput variability on the selection of different process alternatives, where different teams of resources are used.
95	Business areas' managers should have access to business process indicators of their organizations to be capable of obtaining and analyzing information at real time during critical situations. However, the monitoring approaches commonly provided to such managers usually address only indicators at the level of the services implementing the business processes, which are technical measures directed to Information Technology (IT) managers. This paper introduces the StrAli-BAM (Strategic Alignment with Business Activity Monitoring) approach to assist strategic alignment between business and IT through monitoring non-functional business process requirements based on Quality of Service (QoS) levels. StrAli-BAM aims to enable business areas' managers to monitor the execution of business processes by focusing on the indicators that are really sensitive to the execution of business processes. StrAli-BAM consists of: a non functional requirement monitor and an infrastructure for SOA event-based execution and monitoring. This paper was performed following the research method of project science. The proposed approach is evaluated via a proof of concept in an online shopping scenario with non-functional response time requirement monitoring.
96	Abstract The notation of a modeling language is of paramount importance for its efficient use and the correct comprehension of created models. A graphical notation, especially for domain-specific modeling languages, should therefore be aligned to the knowledge, beliefs, and expectations of the targeted model users. One quality attributed to notations is their semantic transparency, indicating the extent to which a notation intuitively suggests its meaning to untrained users. Method engineers should thus aim at semantic transparency for realizing intuitively understandable notations. However, notation design is often treated poorly—if at all—in method engineering methodologies. This paper proposes a technique that, based on iterative evaluation and improvement tasks, steers the notation toward semantic transparency. The approach can be efficiently applied to arbitrary modeling languages and allows easy integration into existing modeling language engineering methodologies. We show the feasibility of the technique by reporting on two cycles of Action Design Research including the evaluation and improvement of the semantic transparency of the Process-Goal Alignment modeling language notation. An empirical evaluation comparing the new notation against the initial one shows the effectiveness of the technique.
97	A business process (BP) consists of a set of activities which are performed in coordination in an organizational and technical environment and which jointly realize a business goal. In such context, BP management (BPM) can be seen as supporting BPs using methods, techniques, and software in order to design, enact, control, and analyze operational processes involving humans, organizations, applications, and other sources of information. Since the accurate management of BPs is receiving increasing attention, conformance checking, i.e.; verifying whether the observed behavior matches a modelled behavior, is becoming more and more critical. Moreover, declarative languages are more frequently used to provide an increased flexibility. However, whereas there exist solid conformance checking techniques for imperative models, little work has been conducted for declarative models. Furthermore, only control-flow perspective is usually considered although other perspectives (e.g.; data) are crucial. In addition, most approaches exclusively check the conformance without providing any related diagnostics. To enhance the accurate management of flexible BPs, this work presents a constraint-based approach for conformance checking over declarative BP models (including both control-flow and data perspectives). In addition, two constraint-based proposals for providing related diagnosis are detailed. To demonstrate both the effectiveness and the efficiency of the proposed approaches, the analysis of different performance measures related to a wide diversified set of test models of varying complexity has been performed. © 2014 Elsevier Ltd. All rights reserved.
98	This paper focuses on organizational performance measurement. It offers an overview of the literature on organizational performance measures, approaches and frameworks. Analysis indicates that organizational performance measurement is well recognized as an important part of the business process management literature. The purpose of this paper is to propose a performance measurement guideline. Defining an appropriate guideline helps to clarify and systemize this field, but also represents a critical step for business practitioners since it could influence the success of organizational performance measurement system development. © 2008 IEEE.
99	The aim of this paper is to put into practice a framework we proposed in an earlier work for evaluating on-going decision support systems. The framework serves as a base for a method to compute evaluation criteria scores using an AHP model. The paper also illustrates the automation of this method into a tool to enable GASCO company to choose between two already implemented DSSs in order to reduce IT operating cost. The evaluation covers three axes: Process, outcome and decision maker metrics. The results highlight the importance of using users' learning as a measure to determine DSS success.
100	This paper presents an application of computer simulation as a policy analysis tool for the electric utility industry. In the last decade, the amount of electricity generation capacity has remained constant while demand for electricity has been increasing. This situation puts industrial electricity users, those who use large highly varying quantities of electricity in potentially risky production and financial situations. In this paper, we describe a computer simulation model that examines the electricity requirements of a steel mill in a constrained electricity supply environment. By using simulation, we develop and analyze policies that quantify the costs and benefits of collaborative strategies for efficient electricity usage from both perspectives.
101	Despite COVID-19, the world economy still contributes to the growth of production and consumption worldwide. Waste disposal, recycling management and energy generation are challenges for many companies in developing economies, including Poland. This article aims to assess the operation of a municipal waste treatment plant (MWTP) from the perspective of green business process management (BMP) solutions. The processes implemented in the MWTP were discussed, with specific consideration of the mechanical waste processing (sorting) process, including the reuse and recycling of materials, composting, energy production (anaerobic process), landfill storage and efficiency parameters of the sorting line. A sustainable waste management system was identified; the cost as well as social and environmental perspectives were analyzed. Also, strategic goals and key performance indicators were considered. The performed analysis included costs, environmental criteria and key environmental indicators. This paper has shown the successful implementation of green BPM, with potential cost and material savings results. The findings of this case study are expected to inspire other waste management companies to adopt green BPM. The presented case study might help raise awareness and promote the implementation of green BPM in municipal plants in Eastern and Southern Europe. © The Author(s) 2024.
102	This paper delves into the integration of Intelligent Process Automation within the domain of business continuity auditing, with a focus on the Portuguese banking sector. In an era marked by rapid technological advancement, organizations are increasingly leveraging automation to reinforce operational efficiency and realize substantial cost savings. Concurrently, auditors play a pivotal role in ensuring seamless transitions amid technological transformations to safeguard business continuity. This research endeavors to bridge the realms of business continuity and intelligent automation, culminating in a comprehensive application that streamlines the audit process. The implemented solution encompasses the automation of critical audit activities, including communication, information requests, and final report submissions, liberating auditors from the chains of repetitive tasks. The incorporation of business intelligence augments this automation framework, enabling a meticulous analysis of key performance indicators within the audit department. This ensures a continuous evaluation of the efficacy of the Annual Audit Plan. Empirical validation of this initiative was achieved through surveys conducted with audit teams from four prominent Portuguese banks. The results unequivocally affirm the potential benefits of this implementation, extending invaluable support to management in the decision-making process, while concurrently alleviating auditors of routine tasks inherent to the audit process. This study not only underscores the transformative potential of intelligent process automation in the audit domain but also offers a replicable framework for organizations seeking to fortify their business continuity efforts through technological integration. The findings hold implications for businesses navigating the dynamic intersection of technology and audit practices, providing a blueprint for harnessing automation for enhanced operational resilience. © 2024
103	Cross-layer adaptation and monitoring (CLAM) is an approach to the run-time quality assurance of service-based applications (SBAs). The aim of CLAM is to monitor the different layers of an SBA and correlate the monitoring results, such that in the event that a problem occurs an effective adaptation strategy is inferred for enacting a coordinated adaptation across all layers of the SBA. An important aspect of CLAM is the definition of the appropriate Service-Level Agreements (SLAs) for third party services utilised in the different layers of the SBAs. In this paper, we present insights into how to define SLAs for CLAM, by analysing SBAs in order to differentiate the third party business, software and infrastructure services utilised by the SBA. As a case study, we apply the analytical approach to an existing platform-as-a-service framework, which has been developed as an SBA and could benefit from CLAM. The analysis reveals the different third party services and their characteristics, as a precursor to defining SLAs. The case study successfully demonstrates how distinct SLAs for business, software and infrastructure services may be applied respectively in the BPM, SCC and SI layers of an SBA, to provide a flexible monitoring and adaptation response across layers.
104	This exploratory paper presents a literature review of the business performance management (BPM) systems concept. Using a variety of sources, the concepts of business performance management systems are presented by the authors in respect to traditional theoretical management methodologies and performance measurement techniques, as well as to other enterprise systems including Business Intelligence (BI), Executive Information Systems (EIS) and Automated Scorecards. As a culmination to the review, a conceptual model is proposed, identifying the key technical enablers and business drivers affecting the adoption of modern BPM systems.
105	Procedure of formation of adaptive business process for management of efficiency of activity of the hi-tech enterprise as procedure of management of key indicators of efficiency of the business solution with use of a service-oriented technological platform of ERP system is presented in article.
106	In the pursuit of economic survival in the current competitive conditions with the aim of long-term prosperity and sustainability in the market, many companies today approach significant strategic changes in the management of their business. The purpose of this study is the design of a systematic procedure for implementing strategy changes into internal business processes for a project-oriented production type of organization. The proposed methodology contains steps where the selection and verification of key performance indicators at individual levels of management takes place. Furthermore, their monitoring and quantification of the impact of the change in strategy on internal company processes. The result of the study explains how the management can monitor and evaluate the chosen processes in accordance with the fulfilment of the chosen strategy of the company, which supports the systematic introduction of changes in the processes with the aim of sustaining the company’s performance. © 2022 by the authors.
107	nan
108	Inner source software development is the practice of using open source practices for firm-internal software development. Practitioner reports have shown that inner source can increase flexibility and reduce costs. Despite the potential benefits of inner source, there has been little research on its impact on businesses and their processes. To address this gap, we conducted a systematic literature review that identified which business processes are affected by inner source development, particularly within the accounting and management domain. Our review revealed the need for new dedicated community building processes within companies. In addition, we examined computational tools and techniques that can be used to measure inner source development. We found that existing tools and techniques are insufficiently suitable to manage inner source processes. Based on this, we propose research topics for future work on quantifying inner source.
109	nan
110	nan
111	Modern businesses use contact centers as a communication channel with users of their products and services. The largest factor in the expense of running a telephone contact center is the labor cost of its agents. IBM Research has built a new system, Contact-Center Agent Buddies (CAB), which is designed to help reduce the average handle time (AHT) for customer calls, thereby also reducing their cost. In this paper, we focus on the call logging subsystem, which helps agents reduce the time they spend documenting those calls. We built a Template CAB and a Call Logging CAB, using a pipeline consisting of audio capture of a telephone conversation, automatic speech recognition, text analysis, and log generation. We developed techniques for ASR text cleansing, including normalization of expressions and acronyms, domain terms, capitalization, and boundaries for sentences, paragraphs, and call segments. We found that simple heuristics suffice to generate high-quality logs from the normalized sentences. The pipeline yields a candidate call log which the agents can edit in less time than it takes them to generate call logs manually. Evaluation of the Call Logging CAB in an industrial contact center environment shows that it reduces the amount of time agents spend logging calls by at least 50% without compromising the quality of the resulting call documentation.
112	Human resources are assigned responsibilities over process activities (e.g. performing the work or approving the outcome). The responsibility assignments must be enforced so that suitable resources are engaged in the process at runtime. Moreover, organizations define Process Performance Indicators (PPIs) that help to monitor the progress w.r.t. target values related to the activities (e.g. execution times). Controlling how PPIs depend on resources is crucial for process managers especially when things go wrong (e.g. to alert people or adapt target values). However, this is still usually done manually. This paper presents a two-fold contribution: (i) a graphical representation of responsibilities in process models, and (ii) a procedure to automatically identify how resources are involved in the PPIs of a process. The work is driven by a use case found in industry for which a prototype has been implemented. © XXII Ibero-American Conference on Software Engineering, CIbSE 2019. All rights reserved.
113	This paper describes a novel approach for teleconsultation and telemonitoring in healthcare domain. Teleconsulting for diagnostic images involves much more than merely transmitting images and information between two points called hub and spoke. It needs to accomplish a lot of tasks, among them: rapid access to radiological reports and second opinions, remote consulting among Physicians, improved patient care, access to complex tools for post processing and computer-aided diagnosis, support for research and training projects, ties between isolated healthcare providers and busier or more experienced providers, 24-h coverage.The HINT project provides a real-time monitoring of the patient's clinical data and alerting in case of emergencies. The application is fully integrated with all IHE compliant RIS and PACS systems. The workflow management system, integrated in the platform, permits to manage a multiplicity of different scenarios in one application, allowing fast prototyping, process changing and reuse of subprocesses.
114	nan
115	Nowadays, more and more industrial organizations are using Business Process Model and Notation (BPMN) for process modeling. Data collected during business process execution are used for deriving the key performance indicators (KPI) that allow continuous tracking of the process behavior and measurement of process-specific goals. KPIs evaluation leverages on business process monitoring solutions that can be embedded into the BPM execution framework or integrated as additional facilities. This paper presents an integrated framework that allows modeling, execution and analysis of business process based on a flexible and adaptable monitoring infrastructure. The main advantage of the proposed approach is that it is independent from any specific business process modeling notation and execution engine and allows for the definition and evaluation of user-specific KPI measures. An example of implementation of the proposed execution and monitoring framework as well as its validation on a real case study in the learning domain are also presented. © 2015 IEEE.
116	Nowadays, more and more industrial organizations are using Business Process Model and Notation (BPMN) for process modeling. Key performance Indicators (KPIs) are seton such process models so to get a quantitative assessment of critical success metrics. A timely and reliable monitoring of KPIs is instrumental to Business Process (BP) management, and several frameworks are being proposed for such purpose. Business process monitoring solutions can be embedded into the Business Process Modeling (BPM) execution framework or integrated as additional facilities. This paper presents an integrated framework that allows for modeling, execution and analysis of business process based on a flexible and adaptable monitoring infrastructure. The main advantage of the proposed approach is that it is independent from any specific business process modeling notation and execution engine and allows for the definition and evaluation of user-specific KPI measures. © 2015 IEEE.
117	Currently, Business Process Model and Notation (BPMN) has becoming one of the main languages for creating a description of processes and developing executable frameworks for the management of the process itself. In this context, one important aspect of process management is the possibility of process analysis and optimization, which many times relies on real data collected during the process execution itself. This paper goes in this direction and presents a framework for performance analysis and optimization of the business process expressed in BPMN. It focuses on the collection and evaluation of time based and cost based parameters ad relies on an adaptable and flexible event based monitoring infrastructure. In particular, it implements some business process path coverage metrics useful for evidencing business process criticalities and possible improvements of the business process execution. A first validation on a case study is also presented.
118	nan
119	Ambient Assisted Living (AAL) systems are playing an important role in the modern society, by helping elderly people to live more independently and support daily activities. Knowledge models have been proposed in the past to describe AAL devices. However, models and methodologies capable to provide assistance to system designers during the development of an AAL environment are still missing. To this aim, in this work we propose an ontology to formally represents all relevant knowledge in the AAL domain ranging from goals to measures and sensors. On its top, a set of logic-based reasoning functions provides advanced support to the development process. In this way, starting from high-level goals the designer can easily retrieve which devices are needed to best meet the project specifications, leading to a cost-effective reduction of development time.
120	Business Process Management Systems are increasingly used by organizations to define, coordinate, an alyzeand improve their business environment. Business Process Management Systems and Decision Support have a large commercial potential and it is a very interesting field for research and invention. In this paper, an overview of recent patents related to Business Process Management over the past seven years is given. © 2011 Bentham Science Publishers.
121	Purpose: The purpose of this paper is to introduce a layered, comprehensive model of quality of service (QoS) for local eGovernment, and discuss its feasibility on a regional eGovernment case study. The eGovernment online services are becoming a key infrastructure for advanced countries. They allow significant efficiency gains in different sectors of society, offering benefits for individual citizens and for the community as a whole. The deployment of online services alone is not sufficient in order to qualify an eGovernment strategy. The intrinsic and perceived quality of services offered, as well as the actual impact of new functionalities, should be properly measured and taken into account. Design/methodology/approach: This paper presents an applied research study for a quality-focused evolution of a service-oriented architecture for local eGovernment portals. This investigation was based on three main layers: the perceived quality and effective impact of services (G2C layer), the effectiveness of the deployed processes (WFM layer) and finally, the system-level efficiency (G2G layer). Findings: The measurement of quality with respect to eGovernment services is a complex task which requires appropriate tools to tackle the different aspects of the problem. Specifically, active and passive tools (respectively surveys and usage analysis) should be used to evaluate the quality perceived by the users as well as the utility of the service itself. The efficiency of the back office workflow must be estimated measuring statistical and dynamical indicators. Finally, technical measures should be used to monitor the responsiveness and scalability of software implementations and deployment systems. Social implications: A better knowledge regarding (e-)Government service delivery processes, their QoS and their impact on the society can empower both citizens and local administrators, and can help them to better improve the effectiveness of local government. Originality/value: The multi-layered quality measurement architecture proposed in this paper offers local governments the capability to systematically monitor and analyse the quality of their online services. The business process management technologies allow citizens to get a better knowledge of the service delivery processes; the QoS measurements allow to improve control on them; and the eGovernment Intelligence model allows to better quantify their actual social impact. © Emerald Group Publishing Limited.
122	nan
123	This paper discusses the potential benefits of incorporating a goal-oriented perspective to Business Process Management (BPM) from a methodological point of view, with a focus on the BPM Design and Evaluation phases. To achieve this aim, we examine the current activities of the BPM lifecycle and on the basis of that, the lifecycle is increased with new activities related to the modeling of business services and goals. In the BPM design phase, we suggest the integration of business services, goals and KPI modeling to the previously modeled business processes, also describing how the existing methods in goal and KPI modeling can be used to perform such representation. In the Evaluation phase, we discuss how the previously modeled KPIs can be evaluated in terms of operational data. The information produced by the KPI monitoring enables one to verify whether the business goals are being adequately fulfilled by the enterprise architecture. Further, business services can be evaluated with respect to their ability in adequately aggregating value for the final customer. © 2013 IEEE.
124	This paper reviews the support for modeling KPIrelated concepts in several enterprise modelling approaches and enterprise architecture frameworks. The scarcity of KPI modeling in EA approaches led us to open our scope of investigation to proposals in Business Process Management (BPM) area. Inside each approach, we first describe how these efforts propose to align goal-related concepts with KPI-related concepts (if the approach presents some kind of support for goal modeling). Further, the conceptual characterization for modeling KPI-related concepts in the context of EA models is also explored. Finally, we devote some considerations on how the KPI-related concepts are used to measure the properties of the EA elements and evaluate the achievement of goals. We conclude the paper proving challenges for the conceptual representation of a KPI modeling language that aims at measuring goal satisfaction the context of EA models. © 2013 IEEE.
125	Organizational process improvement initiatives typically apply some kind of process assessment. Even partial automation of these process assessments can be beneficial. In this sense, the aim of this study is to investigate the state of the art in automated process assessment. A systematic literature mapping is performed in order to answer the research question: What are the approaches to automated process assessment? Thus, the state of the art is analyzed following the steps of protocol definition, search execution, study selection and data extraction and synthesis. We found 16 studies that directly or indirectly use some kind of automated process assessment support. The approaches reported in these studies cover most of the steps expected in typical process assessments and used nine different software tools to support these steps. The main observed results of process assessment were reduction of effort, time and complexity and automated assessment feedback. There are two major contributions of this research: a comprehensive and structured overview of the state of the art in automated process assessment, contributing to the knowledge organization of this field; and an initial guide to organizations that want to apply efforts to automate their process assessments in choosing the tools, techniques and approaches, and knowing the expected outcomes of this kind of initiative.
126	Design science research involves creating and evaluating innovative methods and approaches to be used in design practice. We present an approach to be used in the process of designing Management Support Systems (MSS). The nature of managerial work makes the design, development, and implementation of MSS a major challenge. The MSS literature suggests that determining MSS requirements and specification of MSS are the most critical phases in MSS design and development. We present an approach that can be used as a guide for MSS design, with a primary focus on MSS requirements determination and how requirements can be fulfilled using information and communication technologies (ICT). The approach builds on Quinn and associates' competing values model (CVM) of organizational effectiveness. The approach can guide MSS designers in designing MSS that support different managerial roles, i.e., the development of MSS that support managerial cognition, decision, and action.
127	Business processes' Non-Functional Requirements (NFR) can foster the strategic alignment in organizations. Our goal was to evaluate to what extent there are approaches that seek to support the modeling of business processes' NFR based on strategic goal-related information. To achieve this goal, we conducted a literature study based on systematic review concepts. As a result, we identified 19 works addressing strategic goals and business processes with NFRs. The most commonly used techniques are: i∗ and Key Performance Indicators (KPI) for modeling strategic goals and Business Process Model and Notation (BPMN) for modeling business processes. According to our analysis, no approach fully addresses business processes' NFR based on strategic goals which was our primary question in conducting this study. © Copyright 2017 by SCITEPRESS - Science and Technology Publications, Lda.
128	The unprecedented growth in service-based business processes over a short period of time has underscored the need for understanding the mechanisms and theorising the business models and business process management adopted across many organisations today. This is more evident within the Irish health sector. This research summarises a survey of the literature and argues that the inability of current Business Process Management (BPM) techniques to visualise and monitor web-enabled business processes prevents us from transforming information on network activity and infrastructures. Thus, this research sets out to propose the need to develop a framework to enhance manager's ability to monitor key performance indicators (KPIs) while improving business process restructuring practices.
129	The success of developing service networks rely on obtaining a correct understanding of the end-to-end business processes. However, there are major concerns as to the lack of research efforts to examine methods to successfully manage the complexity of service networks. The insufficient communication efforts between business and technical experts results in a dissatisfactory service delivery and the inability to predict and measure the service network performance. This literature survey is initiated with purpose of finding a novel way to represent business processes in service networks and analyses the process performance. Specifically, we discuss the need to conceive tools and techniques to manage the complexity of service networks without jeopardising the performance of service networks and provide an overview of current simulation-based modelling approaches and optimising business processes.
130	There is a need to address the significant gap in our ability to measure and monitor the Key Performance Indicators (KPIs) across service networks. The unprecedented growth in service-based business processes over a short period of time has underscored the need for understanding the mechanisms and theorising the business models and business process management adopted across many organisations today. This research presents a survey of the literature and argues that the inability of current Business Process Management (BPM) techniques to visualise and monitor web-enabled business processes prevents us from transforming information on network activity and infrastructures. This inhibits managers in anticipating change and adapting to more agile business practices in service science. Thus, this research-in-progress sets out to propose the need to develop a framework to enhance a manager's ability to monitor key performance indicators (KPIs) while improving business process restructuring practices through social network analysis (SNA). © 2010 IEEE.
131	nan
132	Current Business Process Management technologies cover all the process life-cycle but still suffer from many limitations with respect to their complexity, maintainability and degree of automation. Recent research initiatives aim at overcoming these limitations by introducing Semantic technologies in the process life-cycle. One of the steps that can benefit from this approach is the Business Process Analysis, that focuses on the delicate phase of studying, testing and evaluating existing and running systems and processes, with the aim of identifying the current system (process) state, as well as pointing out problems and bottlenecks, measuring key performance indicators and suggesting potential improvements. We believe that the use of Semantic Web can be of great help in improving and partially automating Business Process Analysis tasks. In this position paper, we explain how we envision the future of Semantic Business Process Analysis and we introduce the early results of our approach based on two different analysis methodologies, Reverse Business Engineering and Process Mining.
133	nan
134	nan
135	This paper presents a framework for analyzing and predicting the performances of a business process, based on historical data gathered during its past enactments. The framework hinges on an inductive-learning technique for discovering a special kind of predictive process models, which can support the run-time prediction of some performance measure (e.g., the remaining processing time or a risk indicator) for an ongoing process instance, based on a modular representation of the process, where major performance-relevant variants of it are equipped with different regression models, and discriminated through context variables. The technique is an original combination of different data mining methods (namely, non-parametric regression methods and a probabilistic trace clustering scheme) and ad hoc data transformation mechanisms, meant to bring the log traces to suitable level of abstraction. In order to overcome the severe scalability limitations of current solutions in the literature, and make our approach really suitable for large logs, both the computation of the trace clusters and of the clusters’ predictors are implemented in a parallel and distributed manner, on top of a cloudbased service-oriented infrastructure. Tests on a real-life log confirmed the validity of the proposed approach, in terms of both effectiveness and scalability. © IFIP International Federation for Information Processing 2016.
136	nan
137	We provide summaries of over 150 alignment articles. The information is intended to assist faculty and graduate students who are conducting IT alignment-related research. The findings presented should interest practitioners also. We hope that the article will facilitate the ongoing study and practice of IT alignment.
138	Business operations are an inseparable part of overall business services and energy consumption. Multiple levels of information regarding building components (architectural, electrical and mechanical), environmental conditions (outdoor and indoor) and occupant behaviour patterns, mostly driven by everyday business processes (schedules, loads, specific business episodes related to occupancy patterns and building operations), are considered necessary for effective and efficient modelling of building energy performance. Given the trend towards low energy consumption, actively engaging occupants during the building operation is critical to achieve high energy efficiency without scarifying end users comfort. The aim of this paper is to report the design and development of an innovative energy management framework to enable the alignment of fine-grain building energy use data to the organizational operational activities, allowing thus for a holistic view over the organizational energy performance. The main principle for the proposed framework is about linking Business Process Modeling (BPM) with Occupant Behaviour patterns and Building Information Modelling (BIM), the model that contains information for the building spaces and resources in terms of material and equipment. The exchange of information among these models is essential towards energy efficient buildings. By linking core operational aspects (equipment usage) and environmental conditions (temperature, humidity and luminance) to occupants' behaviours underlying business processes and organizational structures, the aim is to enhance the comprehensiveness and easy interpretation of building energy performance metrics within an extended enterprise performance evaluation framework. © International Conference on Smart Infrastructure and Construction 2019, ICSIC 2019: Driving Data-Informed Decision-Making.
139	In this paper, an approach for inter-organizational business process management is introduced. The approach is backed by the UML modeling domain ontology among involved organizations and through the all phases in the business process management. XML Nets (a new variant of high-level Petri nets) is a formal, graphical modeling language that allows modeling both the flow of XML documents and the underlying business process. In the method, XML Nets combined with UML models for design, execution and monitoring of inter-organizational business processes. Consequently, the processes can be directly executed, improved and monitored. The approach supports the continuous improvement of inter-organizational business processes of all involved organizations on a holistic level.
140	Since the beginning of the 21st century, customer demand has been evolving more and more toward individualized items. In addition, the increase in uncertainties related to geopolitical contexts such as wars, political conflicts, and energy crises, has made the decision process more complex. To respond to these changes, companies are forced to be more flexible, agile, and resilient on the one hand and to apply the concept of mass individualization on the other hand. Knowing that there are several types of flexibility and that higher levels of flexibility generate higher production costs, one of the main challenges for companies is to select the relevant types of flexibility and the appropriate level of them for their projects and objectives. This paper focuses on modelling, measuring, and determining the appropriate level of flexibility. Since the level of flexibility is mainly related to the level of uncertainties, it is also necessary to model the historical uncertainties and their relationship with the company's objective. For this purpose, the proposed method uses the existing key performance indicators (KPIs) of the company, through which the actual levels of several flexibilities are first measured and then the appropriate levels are defined. Furthermore, by considering the interdependence between flexibilities, an aggregation model transforms the individual measures of flexibility levels into a Global Flexibility Indicator (GFI) that allows decision-makers to prioritize the most important project. In addition, this GFI can be used to model unpredictable events and set flexibility targets based on historical data and events. An application of the proposed method in the automotive industry in the context of a new product introduction is presented.
141	nan
142	Service engineering, the application of engineering disciplines to develop service-oriented enterprise systems (service systems) with predicable results, has faced a brand new array of challenges in recent years. Existing development approaches that might help addressing these challenges are scattered in separate research fields or in different units of an organization, just like the "blind men and the elephant." This article presents a 3-year action research case study with a Fortune 50 company in the financial services industry, validating an integrated service-oriented business-IT alignment framework, called the BITAM-SOA Framework, to shed light on complex service engineering issues, including the interplay between business-IT alignment approaches (alignment via architecture, via governance and via communication) and Service Oriented Architecture adoption as well as methodological challenges of service engineering. The importance of the social dimension of service engineering is illuminated. The results yield lessons learned, managerial insights and integrated methods for effective service engineering.
143	As an important part of business process management, continuous improvement is a crucial factor determining the enterprises' capability of keeping competition in rapidly changing marketplace. In this paper, we integrate the data mining technology into the workflow management system to find out the tacit business process knowledge, and put forward the concept of workflow mining. Based on this foundation, business process continuous improvement framework on workflow historical process information mining is proposed. It includes four levels: historical information acquisition, performance evaluation, structural defects identification and generation of improved model. Key techniques of each layer are discussed, and prototype system is developed to support the implementation of this method. Enterprise application shows that this system has strong flexibility and extensibility, and its structure is reasonable.
