citation_item,item_count,frequency
dependency,6,0.79
promotes,6,0.79
factories,6,0.79
parties,6,0.79
negative,6,0.79
cobit,6,0.79
conceptualization,6,0.79
assisted,6,0.79
document,6,0.79
wiley,6,0.79
inquiry,6,0.79
sons,6,0.79
mixed,6,0.79
emphasizing,6,0.79
ad,6,0.79
aligning,6,0.79
precise,6,0.79
notion,6,0.79
develops,6,0.79
φ,6,0.79
employ,6,0.79
conclusions,6,0.79
cognitive,6,0.79
whereas,6,0.79
challenged,6,0.79
inventory,6,0.79
numerous,6,0.79
surface,6,0.79
guarantee,6,0.79
uncertainty,6,0.79
outpatient,6,0.79
assumptions,6,0.79
delivering,6,0.79
soft,6,0.79
pds,6,0.79
spanning,6,0.79
filters,6,0.79
population,6,0.79
consistency,6,0.79
calculate,6,0.79
tend,6,0.79
settings,6,0.79
presentation,6,0.79
accreditation,6,0.79
contractor,6,0.79
exists,6,0.79
publication,6,0.79
urn,6,0.79
covering,6,0.79
applicant,6,0.79
proved,6,0.79
refined,6,0.79
constantly,6,0.79
contracts,6,0.79
schema,6,0.79
clearly,6,0.79
properly,6,0.79
descriptions,6,0.79
et,6,0.79
indirectly,6,0.79
establish,6,0.79
imperative,6,0.79
twins,6,0.79
manually,6,0.79
seek,6,0.79
versions,6,0.79
inability,6,0.79
transforming,6,0.79
agritourism,6,0.79
scheme,6,0.79
architectural,6,0.79
hypotheses,6,0.79
indoor,6,0.79
path,6,0.79
consulting,6,0.79
municipal,6,0.79
corrective,6,0.79
weaknesses,6,0.79
updates,6,0.79
functioning,6,0.79
rfid,6,0.79
decade,6,0.79
assessments,6,0.79
constrained,6,0.79
highlights,6,0.79
finance,6,0.79
avoid,6,0.79
predefined,6,0.79
indicating,6,0.79
expectations,6,0.79
subsequent,6,0.79
contains,6,0.79
directed,6,0.79
australian,6,0.79
decades,6,0.79
enabler,6,0.79
statistically,6,0.79
thorough,6,0.79
iso,5,0.66
briefly,5,0.66
experiment,5,0.66
summary,5,0.66
delivers,5,0.66
correlate,5,0.66
affecting,5,0.66
descriptive,5,0.66
manifesto,5,0.66
estimating,5,0.66
owners,5,0.66
fragments,5,0.66
diagnostic,5,0.66
movement,5,0.66
finished,5,0.66
pragmatic,5,0.66
dmn,5,0.66
summarize,5,0.66
predicted,5,0.66
utilizes,5,0.66
conflicting,5,0.66
acquired,5,0.66
deficiencies,5,0.66
constructing,5,0.66
convenient,5,0.66
comparable,5,0.66
responses,5,0.66
exploit,5,0.66
formally,5,0.66
divided,5,0.66
foster,5,0.66
ppr,5,0.66
knowing,5,0.66
discovered,5,0.66
criterion,5,0.66
assignment,5,0.66
recruiting,5,0.66
telesales,5,0.66
wfm,5,0.66
layered,5,0.66
toolset,5,0.66
constitutes,5,0.66
broad,5,0.66
isolated,5,0.66
registered,5,0.66
prove,5,0.66
explicitly,5,0.66
provisioning,5,0.66
investigating,5,0.66
studying,5,0.66
severe,5,0.66
constructs,5,0.66
domestic,5,0.66
soen,5,0.66
manual,5,0.66
visitor,5,0.66
normal,5,0.66
entry,5,0.66
lies,5,0.66
indeed,5,0.66
imprecise,5,0.66
distinct,5,0.66
secondly,5,0.66
estimates,5,0.66
iii,5,0.66
composed,5,0.66
adapting,5,0.66
analysed,5,0.66
subjects,5,0.66
score,5,0.66
treatment,5,0.66
diversity,5,0.66
crude,5,0.66
dry,5,0.66
gaining,5,0.66
enhancements,5,0.66
lda,5,0.66
shipping,5,0.66
multidimensional,5,0.66
broadcasting,5,0.66
concern,5,0.66
sports,5,0.66
explains,5,0.66
employing,5,0.66
personalized,5,0.66
arena,5,0.66
delivered,5,0.66
ahp,5,0.66
satisfactory,5,0.66
hoc,5,0.66
bringing,5,0.66
produces,5,0.66
represented,5,0.66
compositions,5,0.66
gains,5,0.66
format,5,0.66
ml,5,0.66
pineapple,5,0.66
modules,5,0.66
ea,5,0.66
interestingness,5,0.66
plays,5,0.66
complement,5,0.66
designer,5,0.66
recovery,5,0.66
complementary,5,0.66
ct,5,0.66
disruption,5,0.66
palm,5,0.66
varying,5,0.66
scitepress,5,0.66
uml,5,0.66
helping,5,0.66
collections,5,0.66
transportation,5,0.66
rise,5,0.66
filter,5,0.66
modify,5,0.66
arrival,5,0.66
simulate,5,0.66
dsu,5,0.66
updating,5,0.66
constructed,5,0.66
analyzes,5,0.66
pace,5,0.66
shop,5,0.66
restructuring,5,0.66
bpc,5,0.66
maker,5,0.66
serves,5,0.66
evolve,5,0.66
anomalous,5,0.66
sequential,5,0.66
toward,5,0.66
budget,5,0.66
variation,5,0.66
perception,5,0.66
ranked,5,0.66
italian,5,0.66
relies,5,0.66
teachers,5,0.66
nearly,5,0.66
shortcomings,5,0.66
logging,5,0.66
executives,5,0.66
boundaries,5,0.66
closer,5,0.66
respective,5,0.66
potentials,5,0.66
cooperation,5,0.66
ensures,5,0.66
designs,5,0.66
comparisons,5,0.66
chosen,5,0.66
income,5,0.66
documented,5,0.66
facility,5,0.66
spr,5,0.66
baseline,5,0.66
linear,5,0.66
comprise,5,0.66
narrow,5,0.66
encompasses,5,0.66
delays,5,0.66
nested,5,0.66
extensions,5,0.66
searching,5,0.66
classical,5,0.66
obtaining,5,0.66
sites,5,0.66
appear,5,0.66
involvement,5,0.66
bpmss,5,0.66
hardware,5,0.66
workplace,5,0.66
spent,5,0.66
institute,5,0.66
minimizing,5,0.66
affects,5,0.66
sap,5,0.66
geographic,5,0.66
reached,5,0.66
graphs,5,0.66
broader,5,0.66
wpm,5,0.66
fashion,5,0.66
function,5,0.66
realistic,5,0.66
stepwise,5,0.66
ann,5,0.66
joint,5,0.66
choose,5,0.66
besides,5,0.66
tcp,5,0.66
participating,5,0.66
client,5,0.66
ambiguity,5,0.66
academia,5,0.66
ranking,5,0.66
convergence,5,0.66
concentrate,5,0.66
attempts,5,0.66
modular,5,0.66
representative,5,0.66
renovation,5,0.66
socio,5,0.66
perioperative,5,0.66
railway,5,0.66
sketch,5,0.66
delay,5,0.66
thoroughly,5,0.66
workshop,5,0.66
prescriptive,5,0.66
regulations,5,0.66
csf,5,0.66
consensus,5,0.66
workloads,5,0.66
forecast,5,0.66
explainable,5,0.66
contributed,5,0.66
germany,5,0.66
undertake,5,0.66
attacks,5,0.66
bayesian,5,0.66
stability,5,0.66
contact,4,0.53
quantifying,4,0.53
confirm,4,0.53
moving,4,0.53
exposed,4,0.53
scorecards,4,0.53
quick,4,0.53
influencing,4,0.53
massive,4,0.53
mhmo,4,0.53
realization,4,0.53
requests,4,0.53
kit,4,0.53
captured,4,0.53
hundreds,4,0.53
opening,4,0.53
heuristics,4,0.53
dimensional,4,0.53
standardize,4,0.53
choreography,4,0.53
mitigation,4,0.53
ppmss,4,0.53
transform,4,0.53
mda,4,0.53
blueprint,4,0.53
impacting,4,0.53
rethink,4,0.53
occurring,4,0.53
vendors,4,0.53
guarantees,4,0.53
fail,4,0.53
batches,4,0.53
lacks,4,0.53
structuring,4,0.53
tech,4,0.53
survival,4,0.53
poorly,4,0.53
parameter,4,0.53
demonstrating,4,0.53
nonetheless,4,0.53
malcolm,4,0.53
reliance,4,0.53
placing,4,0.53
consumers,4,0.53
decisional,4,0.53
entity,4,0.53
update,4,0.53
exchanged,4,0.53
pursued,4,0.53
messages,4,0.53
bpr,4,0.53
collaborate,4,0.53
root,4,0.53
viable,4,0.53
representing,4,0.53
loosely,4,0.53
distributions,4,0.53
organized,4,0.53
schemes,4,0.53
venture,4,0.53
reservoirs,4,0.53
viability,4,0.53
ais,4,0.53
synchronization,4,0.53
interview,4,0.53
whilst,4,0.53
interface,4,0.53
classifies,4,0.53
owner,4,0.53
interpret,4,0.53
municipalities,4,0.53
store,4,0.53
permits,4,0.53
volumes,4,0.53
display,4,0.53
empower,4,0.53
stable,4,0.53
efficiencies,4,0.53
collaborations,4,0.53
interact,4,0.53
uncertain,4,0.53
institutional,4,0.53
periods,4,0.53
emergence,4,0.53
drawing,4,0.53
seeking,4,0.53
mfpm,4,0.53
experienced,4,0.53
lng,4,0.53
rea,4,0.53
coding,4,0.53
continues,4,0.53
adaptable,4,0.53
ties,4,0.53
strings,4,0.53
clouds,4,0.53
centrality,4,0.53
profile,4,0.53
initiated,4,0.53
limitation,4,0.53
occurred,4,0.53
suited,4,0.53
inactive,4,0.53
obstacles,4,0.53
centre,4,0.53
images,4,0.53
ecosystem,4,0.53
parametric,4,0.53
eud,4,0.53
developers,4,0.53
staged,4,0.53
regards,4,0.53
traffic,4,0.53
summarizes,4,0.53
entities,4,0.53
restricted,4,0.53
describing,4,0.53
proliferation,4,0.53
meaning,4,0.53
optimum,4,0.53
traditionally,4,0.53
scrutiny,4,0.53
direction,4,0.53
troubles,4,0.53
cab,4,0.53
documenting,4,0.53
promises,4,0.53
independently,4,0.53
tutorial,4,0.53
aal,4,0.53
g,4,0.53
opinions,4,0.53
simplified,4,0.53
library,4,0.53
coherent,4,0.53
ar,4,0.53
substantial,4,0.53
auditors,4,0.53
processed,4,0.53
indicates,4,0.53
fails,4,0.53
composing,4,0.53
jointly,4,0.53
receiving,4,0.53
geo,4,0.53
carbon,4,0.53
cc,4,0.53
cariot,4,0.53
accordance,4,0.53
unified,4,0.53
interests,4,0.53
paramount,4,0.53
proof,4,0.53
calculations,4,0.53
interdependent,4,0.53
rmsim,4,0.53
plant,4,0.53
remote,4,0.53
eudability,4,0.53
ltd,4,0.53
returns,4,0.53
hr,4,0.53
links,4,0.53
pathway,4,0.53
positively,4,0.53
variable,4,0.53
enrichment,4,0.53
devs,4,0.53
mechanical,4,0.53
aid,4,0.53
attempt,4,0.53
communications,4,0.53
variations,4,0.53
proposition,4,0.53
promote,4,0.53
sought,4,0.53
formulate,4,0.53
loop,4,0.53
occupant,4,0.53
involve,4,0.53
clusters,4,0.53
ahead,4,0.53
commerce,4,0.53
formulation,4,0.53
enforcing,4,0.53
understood,4,0.53
considerations,4,0.53
approval,4,0.53
repetitive,4,0.53
hached,4,0.53
farhat,4,0.53
concrete,4,0.53
builds,4,0.53
ambiguities,4,0.53
devops,4,0.53
suites,4,0.53
unprecedented,4,0.53
sts,4,0.53
pm,4,0.53
shortcoming,4,0.53
toe,4,0.53
equations,4,0.53
actively,4,0.53
eventually,4,0.53
spaces,4,0.53
comply,4,0.53
selects,4,0.53
standardization,4,0.53
variant,4,0.53
accelerate,4,0.53
revealing,4,0.53
delphi,4,0.53
shall,4,0.53
concludes,4,0.53
transforms,4,0.53
tailoring,4,0.53
brand,4,0.53
separate,4,0.53
enhances,4,0.53
defects,4,0.53
profit,4,0.53
probabilities,4,0.53
insufficient,4,0.53
airport,4,0.53
exceptions,4,0.53
demanding,4,0.53
recommended,4,0.53
scrum,4,0.53
contained,4,0.53
paths,4,0.53
variance,4,0.53
hcos,4,0.53
minimum,4,0.53
institution,4,0.53
comparability,4,0.53
workshops,4,0.53
edge,4,0.53
catalog,4,0.53
visualizing,4,0.53
individuals,4,0.53
competencies,4,0.53
inadequate,4,0.53
mlbench,4,0.53
region,4,0.53
trees,4,0.53
threshold,4,0.53
maintainability,4,0.53
formulated,4,0.53
hrm,4,0.53
investigations,4,0.53
random,4,0.53
debate,4,0.53
combine,4,0.53
observe,4,0.53
sustain,4,0.53
positions,4,0.53
aoma,4,0.53
shifting,4,0.53
completion,4,0.53
economics,4,0.53
pbpm,4,0.53
calculated,4,0.53
thailand,4,0.53
materialization,4,0.53
offerings,4,0.53
metaverse,4,0.53
wfms,4,0.53
verified,4,0.53
relatively,4,0.53
charts,4,0.53
transformations,4,0.53
draw,4,0.53
ownership,4,0.53
slr,4,0.53
unpredictable,4,0.53
mainstream,4,0.53
facts,4,0.53
pivotal,4,0.53
fewer,4,0.53
urgent,4,0.53
negotiation,4,0.53
recall,4,0.53
preface,4,0.53
responsible,4,0.53
request,4,0.53
alternatives,4,0.53
finishing,4,0.53
cmm,4,0.53
q,4,0.53
encouraged,4,0.53
magnitude,4,0.53
italy,4,0.53
recognize,4,0.53
obama,4,0.53
trading,4,0.53
longitudinal,4,0.53
vehicle,4,0.53
inefficient,4,0.53
classifiers,4,0.53
cq,4,0.53
detected,4,0.53
administrators,4,0.53
responsive,4,0.53
inconsistencies,4,0.53
proposing,4,0.53
interconnected,4,0.53
expect,4,0.53
resolution,4,0.53
norwegian,4,0.53
credit,4,0.53
incident,4,0.53
ssc,4,0.53
intra,4,0.53
pmm,4,0.53
governmental,4,0.53
influenced,4,0.53
standardized,4,0.53
pervasive,4,0.53
preserving,4,0.53
acceptance,4,0.53
facilitating,4,0.53
backed,4,0.53
coordinated,4,0.53
deterministic,4,0.53
templates,4,0.53
expressions,4,0.53
dollar,4,0.53
logics,4,0.53
cpgs,4,0.53
entails,4,0.53
worker,4,0.53
promotion,4,0.53
degradation,4,0.53
baselines,4,0.53
leveraged,4,0.53
conducts,4,0.53
phenomenon,4,0.53
highest,4,0.53
refer,4,0.53
bw,4,0.53
bound,4,0.53
concurrently,4,0.53
metal,4,0.53
deriving,4,0.53
lcls,4,0.53
refers,4,0.53
ontological,4,0.53
shed,4,0.53
certificate,4,0.53
immediate,4,0.53
unfortunately,4,0.53
sampling,4,0.53
onto,4,0.53
installation,3,0.40
filtering,3,0.40
enriching,3,0.40
designers,3,0.40
implements,3,0.40
merely,3,0.40
optimising,3,0.40
greatest,3,0.40
significance,3,0.40
df,3,0.40
necessitates,3,0.40
clinic,3,0.40
completed,3,0.40
expensive,3,0.40
rigorous,3,0.40
recorded,3,0.40
queues,3,0.40
deadline,3,0.40
queue,3,0.40
elaborate,3,0.40
consumer,3,0.40
heavily,3,0.40
outperform,3,0.40
suitability,3,0.40
adaption,3,0.40
framing,3,0.40
assume,3,0.40
direct,3,0.40
soe,3,0.40
capital,3,0.40
differing,3,0.40
rm,3,0.40
faces,3,0.40
msd,3,0.40
treatments,3,0.40
expertise,3,0.40
configurations,3,0.40
slovenian,3,0.40
handle,3,0.40
dispatch,3,0.40
dedication,3,0.40
guides,3,0.40
extensibility,3,0.40
ppafr,3,0.40
levers,3,0.40
enormous,3,0.40
notification,3,0.40
specialized,3,0.40
ranging,3,0.40
latest,3,0.40
inductive,3,0.40
sem,3,0.40
assesses,3,0.40
regional,3,0.40
dominant,3,0.40
arbitrary,3,0.40
assure,3,0.40
intuitively,3,0.40
mms,3,0.40
compatible,3,0.40
sock,3,0.40
rising,3,0.40
imw,3,0.40
mediated,3,0.40
scarce,3,0.40
bridges,3,0.40
proactively,3,0.40
pmo,3,0.40
protocol,3,0.40
fulfilled,3,0.40
estimated,3,0.40
multidisciplinary,3,0.40
qualify,3,0.40
unlike,3,0.40
mooney,3,0.40
responds,3,0.40
io,3,0.40
bpg,3,0.40
evident,3,0.40
suffer,3,0.40
explain,3,0.40
churn,3,0.40
inferring,3,0.40
cues,3,0.40
completes,3,0.40
crises,3,0.40
items,3,0.40
brocke,3,0.40
beginning,3,0.40
accountability,3,0.40
gdp,3,0.40
drawn,3,0.40
innovate,3,0.40
transactional,3,0.40
heavy,3,0.40
serbia,3,0.40
fsm,3,0.40
consultant,3,0.40
tan,3,0.40
investing,3,0.40
fulfill,3,0.40
featuring,3,0.40
launched,3,0.40
cultural,3,0.40
conversational,3,0.40
cyber,3,0.40
cps,3,0.40
vehicles,3,0.40
simulations,3,0.40
cqt,3,0.40
agreement,3,0.40
nor,3,0.40
underpinning,3,0.40
subjective,3,0.40
competing,3,0.40
violation,3,0.40
citation,3,0.40
communities,3,0.40
bpi,3,0.40
smooth,3,0.40
timing,3,0.40
fostering,3,0.40
validating,3,0.40
spread,3,0.40
ineffective,3,0.40
translated,3,0.40
exploration,3,0.40
nfr,3,0.40
provider,3,0.40
causing,3,0.40
conversion,3,0.40
envelopment,3,0.40
delta,3,0.40
vast,3,0.40
straightforward,3,0.40
prone,3,0.40
environmentally,3,0.40
optimisation,3,0.40
explicit,3,0.40
educators,3,0.40
expressiveness,3,0.40
ssm,3,0.40
quadrangle,3,0.40
oracle,3,0.40
paying,3,0.40
extensively,3,0.40
unexpected,3,0.40
visualize,3,0.40
recognizing,3,0.40
arise,3,0.40
condition,3,0.40
duration,3,0.40
advent,3,0.40
kinds,3,0.40
progression,3,0.40
littering,3,0.40
procedural,3,0.40
querying,3,0.40
interactively,3,0.40
qms,3,0.40
separately,3,0.40
payment,3,0.40
wsc,3,0.40
creativity,3,0.40
traceable,3,0.40
gather,3,0.40
promoting,3,0.40
notifies,3,0.40
linkage,3,0.40
predictors,3,0.40
unambiguous,3,0.40
java,3,0.40
spms,3,0.40
periodic,3,0.40
device,3,0.40
demo,3,0.40
estimate,3,0.40
publicly,3,0.40
gis,3,0.40
negatively,3,0.40
sustaining,3,0.40
stream,3,0.40
researching,3,0.40
prevention,3,0.40
candidates,3,0.40
brazil,3,0.40
mathematical,3,0.40
lab,3,0.40
llc,3,0.40
discussing,3,0.40
existent,3,0.40
faults,3,0.40
infer,3,0.40
brazilian,3,0.40
devil,3,0.40
brands,3,0.40
agency,3,0.40
sovo,3,0.40
monthly,3,0.40
assembly,3,0.40
clarify,3,0.40
interchange,3,0.40
numerical,3,0.40
radio,3,0.40
prompt,3,0.40
sbas,3,0.40
wells,3,0.40
gauge,3,0.40
compromising,3,0.40
observability,3,0.40
sentences,3,0.40
spend,3,0.40
accumulate,3,0.40
scattered,3,0.40
prepared,3,0.40
pmss,3,0.40
grade,3,0.40
maritime,3,0.40
exploited,3,0.40
respectively,3,0.40
ships,3,0.40
des,3,0.40
utilised,3,0.40
calibration,3,0.40
gathering,3,0.40
navigating,3,0.40
fold,3,0.40
encoding,3,0.40
ensembles,3,0.40
multilevel,3,0.40
derives,3,0.40
pairs,3,0.40
journey,3,0.40
mcs,3,0.40
analog,3,0.40
confined,3,0.40
linguistic,3,0.40
illustrative,3,0.40
fed,3,0.40
length,3,0.40
vo,3,0.40
rich,3,0.40
tad,3,0.40
revised,3,0.40
constructivist,3,0.40
remained,3,0.40
inadequacies,3,0.40
indian,3,0.40
annual,3,0.40
lots,3,0.40
absence,3,0.40
safeguard,3,0.40
dbs,3,0.40
reorganization,3,0.40
sorting,3,0.40
forecasts,3,0.40
qualities,3,0.40
handler,3,0.40
generates,3,0.40
revision,3,0.40
hardly,3,0.40
bibliometric,3,0.40
refactoring,3,0.40
ga,3,0.40
pao,3,0.40
accurately,3,0.40
replenishment,3,0.40
modelers,3,0.40
notably,3,0.40
unstructured,3,0.40
stock,3,0.40
rosemann,3,0.40
proves,3,0.40
replicated,3,0.40
accounts,3,0.40
underperforming,3,0.40
respecting,3,0.40
individually,3,0.40
agreed,3,0.40
similarities,3,0.40
signatures,3,0.40
meanwhile,3,0.40
motivated,3,0.40
expand,3,0.40
mbnqa,3,0.40
reinforcement,3,0.40
transitions,3,0.40
confirmatory,3,0.40
representations,3,0.40
recommendation,3,0.40
contract,3,0.40
stronger,3,0.40
offs,3,0.40
memory,3,0.40
parameterized,3,0.40
alike,3,0.40
th,3,0.40
adaptability,3,0.40
appears,3,0.40
realizing,3,0.40
frontier,3,0.40
explaining,3,0.40
personalization,3,0.40
journals,3,0.40
maximum,3,0.40
streamline,3,0.40
airline,3,0.40
ordering,3,0.40
dispatching,3,0.40
recover,3,0.40
raising,3,0.40
adds,3,0.40
mined,3,0.40
determinants,3,0.40
dlt,3,0.40
rationality,3,0.40
seldom,3,0.40
substantially,3,0.40
skill,3,0.40
understandability,3,0.40
demonstration,3,0.40
embodied,3,0.40
tuned,3,0.40
older,3,0.40
correlations,3,0.40
cope,3,0.40
imposes,3,0.40
parent,3,0.40
guided,3,0.40
bianda,3,0.40
begin,3,0.40
treat,3,0.40
translating,3,0.40
phased,3,0.40
adherence,3,0.40
novelty,3,0.40
saudi,3,0.40
utilise,3,0.40
depict,3,0.40
mes,3,0.40
investments,3,0.40
indications,3,0.40
evaluators,3,0.40
researches,3,0.40
finds,3,0.40
motivation,3,0.40
aviation,3,0.40
lastly,3,0.40
package,3,0.40
saving,3,0.40
globally,3,0.40
ups,3,0.40
essence,3,0.40
logged,3,0.40
behavioral,3,0.40
shortened,3,0.40
overhead,3,0.40
observations,3,0.40
modifying,3,0.40
amazon,3,0.40
detecting,3,0.40
crm,3,0.40
options,3,0.40
predominantly,3,0.40
centered,3,0.40
marine,3,0.40
prototypical,3,0.40
incoming,3,0.40
cop,3,0.40
oderu,3,0.40
zero,3,0.40
consequences,3,0.40
internally,3,0.40
paradigms,3,0.40
purely,3,0.40
comprehension,3,0.40
opinion,3,0.40
trained,3,0.40
proceed,3,0.40
survive,3,0.40
references,3,0.40
ecological,3,0.40
communicating,3,0.40
incomplete,3,0.40
jan,3,0.40
interdependencies,3,0.40
easier,3,0.40
retirement,3,0.40
accessed,3,0.40
persistent,3,0.40
influential,3,0.40
bsc,3,0.40
dependability,3,0.40
odr,3,0.40
satisfied,3,0.40
horizontal,3,0.40
inbound,3,0.40
apro,3,0.40
fulfillment,3,0.40
batching,3,0.40
viewpoint,3,0.40
contrast,3,0.40
necessarily,3,0.40
difference,3,0.40
struggle,3,0.40
panel,3,0.40
outline,3,0.40
correspond,3,0.40
diagrams,3,0.40
interdisciplinary,3,0.40
evolutionary,3,0.40
yields,3,0.40
unless,3,0.40
solely,3,0.40
acm,3,0.40
correctness,3,0.40
anticipate,3,0.40
realised,3,0.40
wider,3,0.40
advocated,3,0.40
contractual,3,0.40
barriers,3,0.40
transparent,3,0.40
greatly,3,0.40
reflects,3,0.40
forces,3,0.40
crisis,3,0.40
metamodels,3,0.40
y,3,0.40
deviation,3,0.40
passport,3,0.40
federation,3,0.40
conducive,3,0.40
preprocessing,3,0.40
reaction,3,0.40
crafting,3,0.40
pemex,3,0.40
incidents,3,0.40
materialized,3,0.40
approaching,3,0.40
kaggle,3,0.40
sopa,3,0.40
weakness,3,0.40
examination,3,0.40
enriched,3,0.40
sufficiently,3,0.40
incrementally,3,0.40
philippines,3,0.40
tail,3,0.40
restrictions,3,0.40
option,3,0.40
checkpoints,3,0.40
checkpoint,3,0.40
hypothetical,3,0.40
outlined,3,0.40
advances,3,0.40
brief,3,0.40
interconnections,3,0.40
trucking,3,0.40
characteristic,3,0.40
threats,3,0.40
oss,3,0.40
acknowledge,3,0.40
impose,3,0.40
strict,3,0.40
synchronized,3,0.40
epm,3,0.40
blocks,3,0.40
connecting,3,0.40
tune,3,0.40
beam,3,0.40
listed,3,0.40
specifics,3,0.40
deeply,3,0.40
intuitive,3,0.40
translate,3,0.40
receives,3,0.40
flight,3,0.40
formalizing,3,0.40
budgeting,3,0.40
coverage,3,0.40
correlation,3,0.40
opposed,3,0.40
cdss,3,0.40
century,3,0.40
republic,3,0.40
journal,3,0.40
spare,3,0.40
manufacturers,3,0.40
russia,3,0.40
civil,3,0.40
ecosystems,3,0.40
compensation,3,0.40
pmt,3,0.40
cmms,3,0.40
principal,3,0.40
externally,3,0.40
logistic,3,0.40
africa,3,0.40
instantiated,3,0.40
elderly,3,0.40
propositions,3,0.40
informa,3,0.40
generative,3,0.40
sexy,3,0.40
footprint,3,0.40
undertaken,3,0.40
formed,3,0.40
uptake,3,0.40
partly,3,0.40
gohar,3,0.40
characterize,3,0.40
portal,3,0.40
reflecting,3,0.40
scarcity,3,0.40
outlining,3,0.40
epis,3,0.40
indulska,3,0.40
multitude,3,0.40
prerequisites,3,0.40
differs,3,0.40
keywords,3,0.40
vulnerable,3,0.40
exercises,2,0.26
careful,2,0.26
attitude,2,0.26
harnessing,2,0.26
accommodate,2,0.26
publish,2,0.26
packaging,2,0.26
standpoint,2,0.26
undesirable,2,0.26
tolerance,2,0.26
allocated,2,0.26
complemented,2,0.26
holistically,2,0.26
allocating,2,0.26
k,2,0.26
reordering,2,0.26
virtually,2,0.26
academy,2,0.26
un,2,0.26
separation,2,0.26
fragmented,2,0.26
theme,2,0.26
primitive,2,0.26
complexities,2,0.26
imposed,2,0.26
ratios,2,0.26
prescribes,2,0.26
laid,2,0.26
vastly,2,0.26
usd,2,0.26
prescribe,2,0.26
altered,2,0.26
timestamps,2,0.26
varied,2,0.26
quantities,2,0.26
sale,2,0.26
differentiate,2,0.26
consolidation,2,0.26
recognised,2,0.26
absolute,2,0.26
telecom,2,0.26
profitable,2,0.26
encourages,2,0.26
cumulative,2,0.26
fallacies,2,0.26
mape,2,0.26
southern,2,0.26
ratio,2,0.26
jenkins,2,0.26
winters,2,0.26
holt,2,0.26
seasonal,2,0.26
borders,2,0.26
underdeveloped,2,0.26
attitudes,2,0.26
intuition,2,0.26
croatia,2,0.26
impede,2,0.26
informatization,2,0.26
valued,2,0.26
confusion,2,0.26
creates,2,0.26
scholars,2,0.26
inform,2,0.26
devoted,2,0.26
replace,2,0.26
interpretability,2,0.26
multivariate,2,0.26
coefficients,2,0.26
connection,2,0.26
answering,2,0.26
expecting,2,0.26
objectively,2,0.26
inspection,2,0.26
spreadsheets,2,0.26
triangulated,2,0.26
acquiring,2,0.26
asking,2,0.26
lens,2,0.26
welfare,2,0.26
shortage,2,0.26
triple,2,0.26
lca,2,0.26
specialists,2,0.26
summarized,2,0.26
displayed,2,0.26
questionnaires,2,0.26
encourage,2,0.26
carrying,2,0.26
priorities,2,0.26
speeds,2,0.26
favourable,2,0.26
achievable,2,0.26
trending,2,0.26
systemic,2,0.26
rare,2,0.26
inducing,2,0.26
reactive,2,0.26
pdca,2,0.26
premises,2,0.26
globalization,2,0.26
bases,2,0.26
lagging,2,0.26
triangle,2,0.26
termed,2,0.26
enrolling,2,0.26
equity,2,0.26
purposed,2,0.26
opens,2,0.26
mass,2,0.26
mail,2,0.26
amongst,2,0.26
missions,2,0.26
issued,2,0.26
declared,2,0.26
discovers,2,0.26
goped,2,0.26
fix,2,0.26
simulated,2,0.26
anymore,2,0.26
encoded,2,0.26
notions,2,0.26
fluctuations,2,0.26
recurrent,2,0.26
questionable,2,0.26
regardless,2,0.26
relating,2,0.26
invaluable,2,0.26
answers,2,0.26
pertaining,2,0.26
narrative,2,0.26
isolation,2,0.26
commercially,2,0.26
standardizing,2,0.26
pi,2,0.26
prominent,2,0.26
fbps,2,0.26
thirdly,2,0.26
vagueness,2,0.26
equally,2,0.26
imperatives,2,0.26
alert,2,0.26
researcher,2,0.26
hip,2,0.26
stockouts,2,0.26
array,2,0.26
exogenous,2,0.26
geopolitical,2,0.26
vendor,2,0.26
responsiveness,2,0.26
inspired,2,0.26
hungarian,2,0.26
perceive,2,0.26
targeting,2,0.26
centrally,2,0.26
reasonable,2,0.26
marketplace,2,0.26
keeping,2,0.26
fragment,2,0.26
interplay,2,0.26
fortune,2,0.26
channels,2,0.26
respondents,2,0.26
poland,2,0.26
receive,2,0.26
located,2,0.26
consolidated,2,0.26
carries,2,0.26
visualizes,2,0.26
server,2,0.26
manifold,2,0.26
starts,2,0.26
defibrillator,2,0.26
converted,2,0.26
premise,2,0.26
chiefly,2,0.26
mortgage,2,0.26
guaranteed,2,0.26
staffing,2,0.26
alongside,2,0.26
section,2,0.26
governing,2,0.26
discriminated,2,0.26
hinges,2,0.26
enactments,2,0.26
manners,2,0.26
architects,2,0.26
delicate,2,0.26
locations,2,0.26
lifecycles,2,0.26
gradually,2,0.26
generalizability,2,0.26
widespread,2,0.26
nonfunctional,2,0.26
hydrocarbon,2,0.26
misunderstanding,2,0.26
mdsea,2,0.26
frame,2,0.26
meant,2,0.26
robustness,2,0.26
anticipating,2,0.26
raised,2,0.26
ex,2,0.26
simplify,2,0.26
criticalities,2,0.26
accumulated,2,0.26
bpsim,2,0.26
employs,2,0.26
iteratively,2,0.26
squares,2,0.26
matured,2,0.26
extant,2,0.26
underlined,2,0.26
accommodation,2,0.26
aforementioned,2,0.26
shifts,2,0.26
circuit,2,0.26
optimizes,2,0.26
recreational,2,0.26
competence,2,0.26
ploys,2,0.26
coexisting,2,0.26
continually,2,0.26
paving,2,0.26
shedding,2,0.26
