item,count,f
"HEALTHCARE ORGANIZATION",1,0.13
"HEALTHCARE ORGANIZATIONS",1,0.13
"HEALTHCARE PROCESS MODELING",1,0.13
"HEALTHCARE PROCESSE",1,0.13
"HEI",1,0.13
"HETEROGENEITY ANALYSIS",1,0.13
"HEURISTICS",1,0.13
"HIGH-PERFORMING RESEARCHERS",1,0.13
"HIGHER EDUCATION INSTITUTION",1,0.13
"HIGHER EDUCATION POLICY",1,0.13
"HIGO",1,0.13
"HOLONIC SYSTEM",1,0.13
"HOME HEALTHCARE PROCESSES",1,0.13
"HORIZONTAL COLLABORATIVE NETWORKS ",1,0.13
"HOSPITAL EFCIENCY ANALYSIS",1,0.13
"HOSPITAL LOGISTICS",1,0.13
"HOSPITALITY",1,0.13
"HOSPITALS",1,0.13
"HUMAN RESOURCES INFORMATION SYSTEMS",1,0.13
"HUMANITARIAN LOGISTICS",1,0.13
"HUMANITARIAN SUPPLY CHAINS (HSC)",1,0.13
"HYBRID CLOUD ENVIRONMENTS",1,0.13
"I-AOMA",1,0.13
"IDEF",1,0.13
"IDENTIFICATION OF SYSTEM THREATS",1,0.13
"IDSS CLASSIFICATION",1,0.13
"IMPLEMENTATION",1,0.13
"IMPLEMENTATION FRAMEWORK",1,0.13
"IMPROVED PATIENT WORKFLOW",1,0.13
"IMPULSE-RESPONSE ANALYSIS",1,0.13
"INDIA",1,0.13
"INDICATOR KPI",1,0.13
"INDICATORS",1,0.13
"INDIRECT",1,0.13
"INDIVIDUAL-SPECIFIC MODELING",1,0.13
"INDUSTRIAL ENTERPRISES",1,0.13
"INDUSTRIAL INTERNET OF THINGS (IIOT)",1,0.13
"INDUSTRIAL ORGANIZATIONS",1,0.13
"INDUSTRY 4.0 (I4.0)",1,0.13
"INDUSTRY-SPECIFIC CLIENT GROUPS",1,0.13
"INFERENCE RULES",1,0.13
"INFORMATION ALIGNMENT",1,0.13
"INFORMATION ANALYSIS METHODS",1,0.13
"INFORMATION COMMUNICATION TECHNOLOGY (ICT)",1,0.13
"INFORMATION EXCHANGE",1,0.13
"INFORMATION EXTRACTION (OBIE)",1,0.13
"INFORMATION NETWORKS",1,0.13
"INFORMATION SYSTEM",1,0.13
"INFORMATION SYSTEM EVOLUTION",1,0.13
"INFORMATION SYSTEMS (IS)",1,0.13
"INFORMATION SYSTEMS INTEGRATION",1,0.13
"INFORMATION SYSTEMS SUCCESS",1,0.13
"INFORMATION TECHNOLOGIES",1,0.13
"INFORMATION TECHNOLOGY SERVICE MANAGEMENT (ITSM)",1,0.13
"INFORMED MACHINE LEARNING",1,0.13
"INFRASTRUCTURE",1,0.13
"INNOVATION",1,0.13
"INSTITUTIONAL MISSION",1,0.13
"INTANGIBLES",1,0.13
"INTEGRATED DECISION SUPPORT",1,0.13
"INTEGRATED DEVELOPMENT ENVIRONMENT · MANUFACTURING",1,0.13
"INTEGRATED INDICATOR FRAMEWORK",1,0.13
"INTELLECTUAL CAPITAL THEORY",1,0.13
"INTELLIGENT BUSINESS PROCESSES",1,0.13
"INTELLIGENT PROCESS AUTOMATION ;RISK",1,0.13
"INTELLIGENT SYSTEMS",1,0.13
"INTENTION MINING",1,0.13
"INTER-ORGANIZATIONAL BUSINESS PROCESS GOVERNANCE",1,0.13
"INTER-ORGANIZATIONAL BUSINESS PROCESSES",1,0.13
"INTER-ORGANIZATIONAL COLLABORATION",1,0.13
"INTER-ORGANIZATIONAL DATA GOVERNANCE",1,0.13
"INTER-ORGANIZATIONAL RELATIONSHIPS",1,0.13
"INTERNAL FLEXIBILITY",1,0.13
"INTERNET OF THINGS (IOT)",1,0.13
"INTERPRETABILITY",1,0.13
"INTERVIEW STUDY",1,0.13
"IOT",1,0.13
"IRAN",1,0.13
"IS ECOSYSTEMS",1,0.13
"IS/IT MODELING",1,0.13
"ISO 9000 FAMILY ",1,0.13
"IT BUSINESS VALUE",1,0.13
"IT SERVICE MANAGEMENT",1,0.13
"IT SYSTEMS",1,0.13
"IT- ENABLER",1,0.13
"ITERATIVE KPI ALGORITHM",1,0.13
"JOB PARALLELIZATION",1,0.13
"JOB PROVISION SERVICES",1,0.13
"JOURNALS",1,0.13
"KAZAKHSTAN",1,0.13
"KEY ENVIRONMENTAL INDICATORS",1,0.13
"KEY INDICATORS",1,0.13
"KEY PERFORMANCE",1,0.13
"KEY PERFORMANCE INDICATOR (KPI), KEY QUALITY INDICATOR (KQI), ONTOLOGY, SERVICE LEVEL AGREEMENT (SLA), SWRL",1,0.13
"KEY PERFORMANCE INDICATORS MODELING",1,0.13
"KEY PERFORMANCE INDIKATOR",1,0.13
"KEYBOARDING",1,0.13
"KEYBOARDS",1,0.13
"KEYWORD CO-OCCURRENCE ANALYSIS",1,0.13
"KEYWORDS ENVIRONMENTAL SUSTAINABILITY",1,0.13
"KIT",1,0.13
"KNOWLEDGE",1,0.13
"KNOWLEDGE INTENSIVE PROCESSES",1,0.13
"KNOWLEDGE MANAGEMENT PROCESSE",1,0.13
"KNOWLEDGE-BASED VIEW",1,0.13
"KPI (KEY PERFORMANCE INDICATORS)",1,0.13
"KPI ;NON-FUNCTIONAL REQUIREMENTS",1,0.13
"KPI CONTROL MATRIX",1,0.13
"KPIS",1,0.13
"KPI’S",1,0.13
"KRI",1,0.13
"LABOR EFFICIENCY",1,0.13
"LANDSIDE COORDINATION",1,0.13
"LATE FUSION",1,0.13
"LEADING COMPANIES",1,0.13
"LEAN INTEGRATION",1,0.13
"LEAN MANAGEMENTSERVICE DELIVERY",1,0.13
"LEAN SIX SIGMA",1,0.13
"LEAN SMART MAINTENANCE",1,0.13
"LEARNING ANALYTICS",1,0.13
"LEGACY ERP SYSTEMS",1,0.13
"LEGAL",1,0.13
"LESS-STRUCTURED BUSINESS PROCESSES",1,0.13
"LGOAL-ORIENTED BUSINESS PROCESS MONITORING",1,0.13
"LIFE CYCLE ASSESSMENT",1,0.13
"LIFECYCLE",1,0.13
"LINEAR REGRESSION",1,0.13
"LIQUEFIED NATURAL GAS",1,0.13
"LKEY PERFORMANCE INDICATOR",1,0.13
"LLM",1,0.13
"LOAN APPLICATION",1,0.13
"LOCAL GOVERNMENT",1,0.13
"LOG REPLAYER",1,0.13
"LOG-DELTA ANALYSIS",1,0.13
"LOGISTICS PLATFORM",1,0.13
"LONG TAIL OF BUSINESS PROCESSES",1,0.13
"LONG-TAILED CHANGES (LTCS) ",1,0.13
"MACHINE LEARNING (ML)",1,0.13
"MAINTENANCE",1,0.13
"MAINTENANCE PERFORMANCE MEASUREMENT",1,0.13
"MANAGEMENT ",1,0.13
"MANAGEMENT BP",1,0.13
"MANAGEMENT CONTROL",1,0.13
"MANAGEMENT CONTROL RESEARCH FRAMEWORK",1,0.13
"MANAGEMENT INFORMATION SYSTEMS",1,0.13
"MANAGEMENT LEARNING AND DEVELOPMENT",1,0.13
"MANAGEMENT MODEL",1,0.13
"MANAGEMENT OF CHANGES",1,0.13
"MANAGEMENT SUPPORT SYSTEMS",1,0.13
"MANAGEMENTSTRATEGY",1,0.13
"MANAGERIAL DECISION-MAKING",1,0.13
"MANAGERIAL EXCELLENCE",1,0.13
"MANUFACTURING ANALYSIS",1,0.13
"MANUFACTURING INDUSTRIES",1,0.13
"MANUFACTURING INDUSTRY",1,0.13
"MANUFACTURING PROCESS OPTIMIZATION",1,0.13
"MANUFACTURING SECTOR",1,0.13
"MANUFACTURING SYSTEMS",1,0.13
"MARITIME LOGISTICS",1,0.13
"MARKETING FLEXIBILITY",1,0.13
"MASTERY ",1,0.13
"MATCHING",1,0.13
"MATHEMATICAL MODELING",1,0.13
"MATURITY",1,0.13
"MATURITY MODEL",1,0.13
"MCDA",1,0.13
"MEASUREMENT CENTER",1,0.13
"MEASUREMENT OF PERFORMANCE",1,0.13
"MEASUREMENT PARADIGM",1,0.13
"MEASUREMENT PERFORMANCE",1,0.13
"MEDIATING EFFECT",1,0.13
"MEDIATION",1,0.13
"META-LEVEL CONTROL",1,0.13
"META-MODELING",1,0.13
"META-OPTIMIZATION",1,0.13
"METAL FINISHING INDUSTRY",1,0.13
"METALLURGY",1,0.13
"METHOD ENGINEERING",1,0.13
"METHODOLOGICAL FRAMEWORK",1,0.13
"METRICS SUITE",1,0.13
"MINING ORGANIZATION",1,0.13
"MIXED-METHODS",1,0.13
"MIXED-NUMBER",1,0.13
"MMABP",1,0.13
"MODEL",1,0.13
"MODEL ANALYSIS",1,0.13
"MODEL DRIVEN",1,0.13
"MODEL DRIVEN BUSINESS ENGINEERING  CRAM",1,0.13
"MODEL DRIVEN REENGINEERING",1,0.13
"MODEL-DRIVEN DEVELOPMENT",1,0.13
"MODEL-DRIVEN SOFTWARE DEVELOPMENT",1,0.13
"MODELING LANGUAGE",1,0.13
"MODELLING ISSUES",1,0.13
"MODELLING METHODOLOGIES",1,0.13
"MORTGAGE LOAN PROCESS",1,0.13
"MULTI AGENT SYSTEMS",1,0.13
"MULTI-AGENT SYSTEM",1,0.13
"MULTI-ARMED BANDIT",1,0.13
"MULTI-CRITERIA DECISION MAKING METHODS",1,0.13
"MULTI-OBJECTS SYSTEM",1,0.13
"MULTI-PROCESS COLLABORATIVE OPTIMIZATION",1,0.13
"MULTI-RANGE FILTER",1,0.13
"MULTI-VIEW MODELING",1,0.13
"MULTIPLE-PERSPECTIVE INTEGRATION",1,0.13
"MULTIVARIATE LOGISTIC REGRESSION ANALYSIS",1,0.13
"MUNICIPAL WASTE MANAGEMENT",1,0.13
"MUNICIPALITIES",1,0.13
"NATURAL LANGUAGE PROCESSING",1,0.13
"NATURAL LANGUAGE QUERYING",1,0.13
"NEARLY ZERO ENERGY",1,0.13
"NEGOTIATION",1,0.13
"NEIGHBORHOOD ROUGH SET",1,0.13
"NETWORK FOW",1,0.13
"NETWORK MANAGEMENT",1,0.13
"NON-FINANCIAL PERFORMANCE",1,0.13
"NON-FUNCTIONAL REQUIREMENTS",1,0.13
"NON-NUMERIC",1,0.13
"NOTATION META-MODEL",1,0.13
"OBJECTIVES",1,0.13
"ONTOLOGY-BASED",1,0.13
"OPEN COLLABORATIVE NETWORK ",1,0.13
"OPERATING EFFICIENCY",1,0.13
"OPERATIONAL BP",1,0.13
"OPERATIONAL FIT",1,0.13
"OPERATIONAL FRAMEWORK",1,0.13
"OPERATIONAL SUPPORT",1,0.13
"OPERATIONS IMPROVEMENT",1,0.13
"OPERATIONS RESEARCH",1,0.13
"OPERATIONS/PROCESS MANAGEMENT",1,0.13
"OPTIMIZATIONPARTICLE SWARM OPTIMIZATION",1,0.13
"ORDER PROCESSING",1,0.13
"ORGANIZATION NETWORK",1,0.13
"ORGANIZATION SECTOR",1,0.13
"ORGANIZATION SIZE",1,0.13
"ORGANIZATIONAL CHANGE AND MOBILE TECHNOLOGY",1,0.13
"ORGANIZATIONAL CULTURE",1,0.13
"ORGANIZATIONAL FLEXIBILITY",1,0.13
"ORGANIZATIONAL PERFORMANCES",1,0.13
"ORGANIZATIONAL PROCESS OPTIMIZATION",1,0.13
"ORGANIZATIONAL STRATEGIES",1,0.13
"OSSAD",1,0.13
"OUTLIER AND DEVIATION MINING",1,0.13
"OUTTASKING PERFORMANCE MEASUREMENT",1,0.13
"PARALLEL DESIGNS",1,0.13
"PARAMETERIZED SIGNATURETEMPORAL ANOMALY",1,0.13
"PARTICIPATIVE APPROACH",1,0.13
"PARTICLE FILTER",1,0.13
"PARTNER SELECTION",1,0.13
"PATIENT FLOW",1,0.13
"PATIENT MANAGEMENT",1,0.13
"PATIENT MONITORING",1,0.13
"PATTERN",1,0.13
"PENTAGONAL FRAMEWORK",1,0.13
"PERFOMRANCE METRICS",1,0.13
"PERFORMANCE ASSESSMENT SYSTEM",1,0.13
"PERFORMANCE DASHBOARD",1,0.13
"PERFORMANCE DASHBOARDS",1,0.13
"PERFORMANCE EVALUATION",1,0.13
"PERFORMANCE IMPROVEMENT",1,0.13
"PERFORMANCE IMPROVEMENT (PI)",1,0.13
"PERFORMANCE INDICATOR",1,0.13
"PERFORMANCE MANAGEMEN",1,0.13
"PERFORMANCE MEASURE",1,0.13
"PERFORMANCE MEASUREMENT (QUALITY)",1,0.13
"PERFORMANCE MEASUREMENT INDICATORS",1,0.13
"PERFORMANCE MEASUREMENT SYSTEMS",1,0.13
"PERFORMANCE MEASUREMENT SYSTEMS (PMS)",1,0.13
"PERFORMANCE MEASUREMENT/METRIC",1,0.13
"PERFORMANCE METRICS AND MEASUREMENT",1,0.13
"PERFORMANCE MINING",1,0.13
"PERFORMANCE OPTIMIZATION",1,0.13
"PERFORMANCE SPECTRUM",1,0.13
"PERIOPERATIVE PROCESS",1,0.13
"PERSONALIZATION",1,0.13
"PETRI NETS",1,0.13
"PHARMACEUTICAL DISTRIBUTION",1,0.13
"PLANNING",1,0.13
"PLANNINGSCHEDULING",1,0.13
"PLAYER MANAGEMENTSPORT INFORMATIC",1,0.13
"PMMC’15 DATASETS",1,0.13
"PMS",1,0.13
"POLICIES",1,0.13
"POLICY",1,0.13
"POLICY DEPLOYMENT",1,0.13
"PORT OPERATIONS",1,0.13
"PORT TERMINAL OPERATIONS",1,0.13
"PORTFOLIO MANAGEMENT",1,0.13
"POSITIVE DEVIANCE",1,0.13
"PPINOT",1,0.13
"PPIS",1,0.13
"PREDICTIVE ANALYSIS",1,0.13
"PREDICTIVE BUSINESS PRO-CESS MONITORING",1,0.13
"PREDICTIVE BUSINESS PROCESS MONITORING",1,0.13
"PREDICTIVE PROCESS ANALYTICS  PREDICTIVE",1,0.13
"PROACTIVE ADAPTATION",1,0.13
"PROACTIVE COMPUTING",1,0.13
"PROACTIVE COORDINATION",1,0.13
"PROCEDURE MODEL",1,0.13
"PROCESS",1,0.13
"PROCESS ADAPTATION",1,0.13
"PROCESS ANALYSIS AND IMPROVEMENT",1,0.13
"PROCESS ANALYTICS",1,0.13
"PROCESS AND PROJECT KPI",1,0.13
"PROCESS APPROACH",1,0.13
"PROCESS CHANGE/ADAPTATION",1,0.13
"PROCESS CONTROLLING",1,0.13
"PROCESS DECISION-MAKING",1,0.13
"PROCESS DIGITALIZATION",1,0.13
"PROCESS DISCOVERY ALGORITHMS",1,0.13
"PROCESS EFFICIENCY",1,0.13
"PROCESS EVALUATION",1,0.13
"PROCESS FLEXIBILITY",1,0.13
"PROCESS GOVERNANCE",1,0.13
"PROCESS INDICATOR PREDICTION",1,0.13
"PROCESS INDUSTRY",1,0.13
"PROCESS INNOVATION",1,0.13
"PROCESS INSTANCE QUERY",1,0.13
"PROCESS INTEGRATION",1,0.13
"PROCESS INTERCONNECTEDNESS",1,0.13
"PROCESS MATURITY",1,0.13
"PROCESS MEASUREMENT AND IMPROVEMENT",1,0.13
"PROCESS MINING ;SMART MAINTENANCE",1,0.13
"PROCESS MINING IMPACT",1,0.13
"PROCESS MINING SUCCESS",1,0.13
"PROCESS MININGSQL",1,0.13
"PROCESS MODEL MATCHING",1,0.13
"PROCESS MODEL REPAIR",1,0.13
"PROCESS NATURE",1,0.13
"PROCESS NETWORK",1,0.13
"PROCESS PERFORMANCE EVALUATION",1,0.13
"PROCESS PERFORMANCE INDICATORS (PPI)",1,0.13
"PROCESS PERFORMANCE MEASUREPROCESS PORTFOLIO",1,0.13
"PROCESS PERFORMANCE MEASURES",1,0.13
"PROCESS PERFORMANCEREFERENCE MODEL CATALOG",1,0.13
"PROCESS PREDICTION",1,0.13
"PROCESS PRIORITIZATION",1,0.13
"PROCESS RE-ENGINEERING",1,0.13
"PROCESS SELECTION",1,0.13
"PROCESS SELECTION METHOD",1,0.13
"PROCESS SIMILARITY",1,0.13
"PROCESS SIMULATION",1,0.13
"PROCESS STATES AND STEPS",1,0.13
"PROCESS-AWARE INFORMATION SYSTEM (PAIS) ",1,0.13
"PROCESS-AWARE INFORMATION SYSTEMS",1,0.13
"PROCESS-BASED ORGANISATION",1,0.13
"PRODUCT REALISATION GRAPH",1,0.13
"PRODUCT-SERVICE SYSTEM",1,0.13
"PRODUCTION MANAGEMENT",1,0.13
"PRODUCTION PLANNING INFORMATION SYSTEMS",1,0.13
"PRODUCTIVITY",1,0.13
"PROFITABILITY ANALYSIS",1,0.13
"PROJECT BUSINESS",1,0.13
"PROJECT PORTFOLIO MANAGEMENT",1,0.13
"PROJECT SELECTION",1,0.13
"PROMOTION OF SUSTAINABILITY",1,0.13
"PROTOCOLS AND INFORMATION COMMUNICATION",1,0.13
"PURCHASING",1,0.13
"PURPOSE",1,0.13
"Q-LEARNING",1,0.13
"QFD",1,0.13
"QI STORY (QUALITY IMPROVEMENT PROJECTS)",1,0.13
"QOS",1,0.13
"QUALITY",1,0.13
"QUALITY IMPROVEMENT",1,0.13
"QUALITY MANAGEMENT QUALITY MANAGEMENT SYSTEM",1,0.13
"QUALITY MANAGEMENT SYSTEM (QMS)",1,0.13
"QUALITY OF CARE",1,0.13
"QUALITY OF SERVICEWEBBOTS",1,0.13
"QUALITY PERFORMANCE MEASUREMENT",1,0.13
"QUALITY SERVICES",1,0.13
"QUANTITATIVE PROCESS MAP",1,0.13
"QUANTITATIVE RESEARCHSTRATEGIC ALIGNMENT MODEL (SAM)",1,0.13
"QUESTIONNAIRE",1,0.13
"REAL-WORLD PROCESSES",1,0.13
"RECRUITING",1,0.13
"REFERENCE MODELING",1,0.13
"REGRESSION ANALYSIS",1,0.13
"REGULATION",1,0.13
"REINFORCEMENT LEARNING",1,0.13
"RELATIONAL REINFORCEMENT LEARNING",1,0.13
"RELIABILITY ",1,0.13
"RENOVATION",1,0.13
"REPORTING DASHBOARD",1,0.13
"REQUIREMENT;MONITORING",1,0.13
"REQUIREMENTS ",1,0.13
"RESEARCH ISSUES",1,0.13
"RESILIENCE ASSESSMENT",1,0.13
"RESOURCE ALLOCATION",1,0.13
"RESOURCE ASSIGNMENT",1,0.13
"RESPONSIBILITY MODELING",1,0.13
"RETAIL INDUSTRY",1,0.13
"RETURN ON INVESTMENT",1,0.13
"REUSE AND PATTERNS",1,0.13
"REVENUE PROCESS ENHANCEMENT",1,0.13
"REVIEW",1,0.13
"RIASEC",1,0.13
"RISK-ADJUSTED PERFORMANCE MEASURES",1,0.13
"RISK-AWARE BUSINESS PROCESS MANAGEMENT",1,0.13
"RISKS",1,0.13
"ROADMAP",1,0.13
"ROI ",1,0.13
"ROMANIAN FARM LAND REGISTER",1,0.13
"ROOT CAUSE ANALYSIS",1,0.13
"RPA BOT",1,0.13
"RUNTIME MODELS",1,0.13
"SALES AUTOMATION",1,0.13
"SALES BUSINESS PROCESS",1,0.13
"SAP ERP APPLICATION SOFTWARE",1,0.13
"SATISFACTION",1,0.13
"SC PERFORMANCE MEASURES",1,0.13
"SCHEMA ",1,0.13
"SCRUM METHOD",1,0.13
"SCRUMWISE",1,0.13
"SECURITY CONFORMANCE",1,0.13
"SECURITY SLA",1,0.13
"SEDUCATION",1,0.13
"SELF-ADAPTATION",1,0.13
"SELF-ADAPTIVE SYSTEMS",1,0.13
"SELF-ADAPTIVE WORKFLOWS",1,0.13
"SEMANTIC BENCHMARKING",1,0.13
"SEMANTIC BUSINESS PROCESS MANAGEMENT",1,0.13
"SEMANTIC MODEL ANALYSIS",1,0.13
"SEMANTIC TRANSPARENCY",1,0.13
"SEMANTICS",1,0.13
"SEPSIS PREDICTION",1,0.13
"SEQUENCE PREDICTION",1,0.13
"SERVICE ANALYSIS",1,0.13
"SERVICE ANALYTICS",1,0.13
"SERVICE CHAINS",1,0.13
"SERVICE ENTERPRISE",1,0.13
"SERVICE INDUSTRY",1,0.13
"SERVICE INTELLIGENCE",1,0.13
"SERVICE LEVEL AGREEMENT",1,0.13
"SERVICE LEVEL AGREEMENT (SLA)",1,0.13
"SERVICE LEVEL AGREEMENTSERVICE-ORIENTED ARCHITECTURE",1,0.13
"SERVICE MODELING",1,0.13
"SERVICE NETWORK",1,0.13
"SERVICE ONTOLOGY",1,0.13
"SERVICE ORIENTED ARCHITECTURE",1,0.13
"SERVICE ORIENTED ARCHITECTURE ·",1,0.13
"SERVICE PROCESS",1,0.13
"SERVICE QUALITY MANAGEMENT",1,0.13
"SERVICE REENGINEERING FRAMEWORKS",1,0.13
"SERVICE RELATED KNOWLEDGE",1,0.13
"SERVICE REUSE",1,0.13
"SERVICE SUPPLY CHAIN",1,0.13
"SERVICE VALIDATION",1,0.13
"SERVICE VALUE NETWORK",1,0.13
"SERVICE-BASED COMPLIANCE GOVERNANCE",1,0.13
"SERVICE-ORIENTATION",1,0.13
"SERVICE-ORIENTED",1,0.13
"SERVICE-ORIENTED ARCHITECTURES",1,0.13
"SERVICE-ORIENTED BUSINESS PROCESS MANAGEMENT",1,0.13
"SET THEORY",1,0.13
"SHADOW TESTING",1,0.13
"SHARED SERVICES",1,0.13
"SIGNALING INSTRUMENTATION",1,0.13
"SIMILARITY METRICS",1,0.13
"SIMMONS LEVERS OF CONTROL",1,0.13
"SIMULATION TECHNIQUE",1,0.13
"SINDUSTRY 4.0",1,0.13
"SINFORMATION TECHNOLOGY",1,0.13
"SKEY PERFORMANCE INDICATORS",1,0.13
"SLOVENIA",1,0.13
"SLR",1,0.13
"SMALL AND MEDIUM SIZE ENTERPRISES (SMES)",1,0.13
"SMALL AND MEDIUM-SIZED ENTERPRISES (SMES)",1,0.13
"SMART CRITERIA",1,0.13
"SMART DATA MANAGEMENT",1,0.13
"SMART FACTORY",1,0.13
"SMART GLASSES",1,0.13
"SMART HARBORS",1,0.13
"SMART MANUFACTURING",1,0.13
"SME",1,0.13
"SMES",1,0.13
"SMETIFNS",1,0.13
"SOCCER",1,0.13
"SOCIAL BUSINESS PROCESS MANAGEMENT",1,0.13
"SOCIAL NETWORK",1,0.13
"SOCIO-TECHNICAL SYSTEMS",1,0.13
"SOCIOTECHNICAL MECHANISMS",1,0.13
"SOFT SYSTEM METHODOLOGY",1,0.13
"SOFTWARE",1,0.13
"SOFTWARE AGENTS",1,0.13
"SOFTWARE ENGINEERING",1,0.13
"SOFTWARE PROCESS AND PROJECT MANAGEMENT",1,0.13
"SOFTWARE PROCESS QUALITY",1,0.13
"SOFTWARE PRODUCT FAMILY",1,0.13
"SOFTWARE ROBOTS",1,0.13
"SOURCE",1,0.13
"SPAGERANK",1,0.13
"SPC",1,0.13
"SPERFORMANCE MANAGEMENT",1,0.13
"SPERFORMANCE MEASURES",1,0.13
"SPORT ANALYTICS",1,0.13
"SPREDICTIVE MONITORING",1,0.13
"SSERVICE OPERATIONS",1,0.13
"SSPORTS PROCESS OPTIMIZATION",1,0.13
"STAKEHOLDERS",1,0.13
"STANDARDIZATION",1,0.13
"STAR SCHEMA",1,0.13
"STIGMERGY",1,0.13
"STRATEGIC CHARTS",1,0.13
"STRATEGIC FLEXIBILITY",1,0.13
"STRATEGIC MANAGEMENT",1,0.13
"STRATEGIC MANAGEMENT SYSTEMS",1,0.13
"STRATEGY ALIGNMENT",1,0.13
"STRATEGY AND IT ALIGNMENT",1,0.13
"STRATEGY EXECUTION",1,0.13
"STRATEGY IMPLEMENTATION",1,0.13
"STRATEGY MANAGEMENT",1,0.13
"STRESS MANAGEMENT",1,0.13
"STRUCTURAL EQUATION MODEL",1,0.13
"STRUCTURED QUERY LANGUAGE",1,0.13
"SUBJECT-ORIENTED BUSINESS PROCESS MANAGEMENT (S-BPM)",1,0.13
"SUPPLY CHAIN (SC)",1,0.13
"SUPPLY CHAIN FLEXIBILITY",1,0.13
"SUPPLY CHAIN MANAGEMENT PRACTICES",1,0.13
"SUPPLY CHAIN OPERATIONS REFERENCE (SCOR)",1,0.13
"SUPPLY CHAIN RESILIENCE",1,0.13
"SUPPLY CHAIN VALUE",1,0.13
"SUPPORT BP",1,0.13
"SURVEY",1,0.13
"SUSTAINABILITY ADOPTION",1,0.13
"SUSTAINABLE BUSINESS PERFORMANCE MANAGEMENT",1,0.13
"SUSTAINABLE BUSINESS PROCESS MANAGEMENT",1,0.13
"SUSTAINABLE INFORMATION MANAGEMENT",1,0.13
"SUSTAINABLE OPERATIONS",1,0.13
"SUSTAINABLE PERFORMANCE MEASUREMENT SYSTEM",1,0.13
"SYNCHRONIZATION",1,0.13
"SYSTEM CONFIGURATION",1,0.13
"SYSTEM SATURATION",1,0.13
"SYSTEMATIC LITERATURE REVIEW (SLR)",1,0.13
"SYSTEMATIC REVIEW",1,0.13
"TA D METHODOLOGY",1,0.13
"TAGUCHI TECHNIQUE",1,0.13
"TBUSINESS VALUE",1,0.13
"TDABC",1,0.13
"TDECISION SUPPORT SYSTEMS",1,0.13
"TDESCRIPTIVE",1,0.13
"TEAM PERFORMANCE",1,0.13
"TECHNICAL FLEXIBILITY",1,0.13
"TECHNOLOGY ADOPTION",1,0.13
"TECHNOLOGY AND INNOVATION",1,0.13
"TEMPORAL ANALYSIS",1,0.13
"TEMPORAL DATA MINING TIME SERIES",1,0.13
"TEMPORAL INTERESTINGNESS",1,0.13
"TENVIRONMENT",1,0.13
"TERMINAL OPERATIONS",1,0.13
"TEXT MATCHING",1,0.13
"TEXT-TO-SQL TRANSLATION",1,0.13
"TGENERALIZED STOCHASTIC WORKFLOW NET",1,0.13
"THEORY OF CONSTRAINTS",1,0.13
"THEORY REVISION",1,0.13
"TIMED HIERARCHICAL BUSINESS PROCESSES",1,0.13
"TMEASUREMENT OF PERFORMANCE",1,0.13
"TNETWORK ANALYSI",1,0.13
"TOE FRAMEWORK",1,0.13
"TOOL INTEGRATION",1,0.13
"TOPIC MODELLING",1,0.13
"TOTAL COSTS OF OWNERSHIP",1,0.13
"TOTAL QUALITY MANAGEMENT",1,0.13
"TOTAL QUALITY MANAGEMENT (TQM) IMPLEMENTATION",1,0.13
"TPERFORMANCE MEASUREMENT",1,0.13
"TRACING",1,0.13
"TRANSACTION PROCESSING SYSTEMS",1,0.13
"TRANSFER MATRIX",1,0.13
"TRANSITIONAL ECONOMY",1,0.13
"TRANSPARENCY",1,0.13
"TRANSPORTATION NETWORKS",1,0.13
"TREE-BASED MODEL         ",1,0.13
"TRUCK APPOINTMENT SYSTEM",1,0.13
"TRUST",1,0.13
"TYPING",1,0.13
"USABILITY",1,0.13
"USER",1,0.13
"USER INTERFACES MODELING",1,0.13
"USER REQUIREMENT NOTATION",1,0.13
"UTILIZATION RATE OF BUSINESS PROCESS MANAGEMENT",1,0.13
"VALUE MEASUREMENT",1,0.13
"VALUE OF USER PARTICIPATION",1,0.13
"VALUE-BASED DECISION-MAKING",1,0.13
"VALUE-BASED MANAGEMENT",1,0.13
"VARIABILITY",1,0.13
"VARIABILITY MODELING",1,0.13
"VARIABILITY PATTERN",1,0.13
"VARIABLE COSTING",1,0.13
"VARIANT ANALYSIS",1,0.13
"VECTOR AUTOREGRESSIVE MODELING",1,0.13
"VIRTUAL ENTERPRISE",1,0.13
"VIRTUAL ENTERPRISES",1,0.13
"VIRTUAL ORGANIZATION",1,0.13
"VIRTUAL REALITY",1,0.13
"VISIBILIY",1,0.13
"VISUAL PPINOT",1,0.13
"WEARABLE HEALTH MONITORS",1,0.13
"WEB SERVICE",1,0.13
"WEB SERVICE COMPOSITION",1,0.13
"WEB SERVICE COMPOSITIONS",1,0.13
"WEB SERVICESWORKFLOW",1,0.13
"WEB-SERVICES",1,0.13
"WHEEL MODEL",1,0.13
"WINES",1,0.13
"WIRELESS MESH NETWORKS",1,0.13
"WIRELESS SENSOR NETWORK",1,0.13
"WORKFLOW DIGITALIZATION",1,0.13
"WORKFLOW OVERVIEW",1,0.13
"WORKFLOW PATTERNS",1,0.13
"WORKFLOWS FOR THE INTERNET OF THINGS",1,0.13
"WORKPLACE PERFORMANCE MEASUREMENT (WPM)",1,0.13
"WORKSHOP",1,0.13
"WS-AGREEMENT",1,0.13
"YAWL",1,0.13
"YET ANOTHER WORKFLOW LANGUAGE (YAWL)",1,0.13
"ZIGBEE",1,0.13
