item,count,f
"DEPENDABILITY",1,0.13
"DEPTH",1,0.13
"DERIVE",1,0.13
"DESCRIPTIVE",1,0.13
"DESIGN-TIME",1,0.13
"DESIGNS",1,0.13
"DESTRUCTION",1,0.13
"DETAILS",1,0.13
"DETERMINANTS",1,0.13
"DETERMINATION",1,0.13
"DETERMINISTIC",1,0.13
"DEVELOP",1,0.13
"DEVELOPMENTS",1,0.13
"DEVEX",1,0.13
"DEVIANCE",1,0.13
"DEVICE",1,0.13
"DHS",1,0.13
"DIAGNOSIS",1,0.13
"DIFFERENCES",1,0.13
"DIFFERENTIATION",1,0.13
"DIFFUSION",1,0.13
"DIGITALISATION",1,0.13
"DIGITALIZED",1,0.13
"DIGITALIZING",1,0.13
"DIGITIZATION",1,0.13
"DISCIPLINE",1,0.13
"DISCIPLINES",1,0.13
"DISCOVER",1,0.13
"DISCOVERED",1,0.13
"DISCOVERING",1,0.13
"DISCRETE-EVENT",1,0.13
"DISCUSSIONS",1,0.13
"DISEASE",1,0.13
"DISPATCH",1,0.13
"DISPOSITION",1,0.13
"DISRUPTION",1,0.13
"DISRUPTIONS",1,0.13
"DISTANCE",1,0.13
"DISTINGUISH",1,0.13
"DISTRIBUTION",1,0.13
"DIVERSITY",1,0.13
"DIVISION",1,0.13
"DMN",1,0.13
"DNA",1,0.13
"DOCKING",1,0.13
"DOCUMENT",1,0.13
"DOCUMENTATION",1,0.13
"DOCUMENTED",1,0.13
"DOUBLE",1,0.13
"DOWN",1,0.13
"DRIVING",1,0.13
"DROP-IN",1,0.13
"DRUG",1,0.13
"DUE-DATE",1,0.13
"DYANMIC",1,0.13
"DYNAMICALLY",1,0.13
"E-BPMS",1,0.13
"E-COMMERCE",1,0.13
"E-HEALTH",1,0.13
"E-PROCESS",1,0.13
"E-SUPPLY",1,0.13
"EARLINESSTARDINESS",1,0.13
"EARLY",1,0.13
"EBD",1,0.13
"ECONOMETRIC",1,0.13
"ECONOMIC",1,0.13
"ECONOMICALLY",1,0.13
"ECONOMY",1,0.13
"ECOSYSTEM",1,0.13
"ECOSYSTEM-BASED",1,0.13
"EDBPM",1,0.13
"EFFORT",1,0.13
"EGOV",1,0.13
"EGOVERNMENT",1,0.13
"ELECTRICITY",1,0.13
"ELECTRONICS",1,0.13
"ELEMENT",1,0.13
"ELICITATION",1,0.13
"EMBEDDED",1,0.13
"EMBODIMENT",1,0.13
"EMERALD",1,0.13
"EMERGENT",1,0.13
"EMOTION",1,0.13
"EMPLOYEE",1,0.13
"ENABLERS",1,0.13
"ENACTMENT",1,0.13
"END-USER",1,0.13
"ENERGY-AWARE",1,0.13
"ENGAGE",1,0.13
"ENGAGEMENT",1,0.13
"ENGINES",1,0.13
"ENHANCED",1,0.13
"ENHANCEMENT",1,0.13
"ENRICHMENT",1,0.13
"ENSEMBLE",1,0.13
"ENTERPRISE-SPECIFIC",1,0.13
"ENTERPRISESOBJECTIVES",1,0.13
"ENTREPRENEURSHIP",1,0.13
"ENVELOPMENT",1,0.13
"ENVIRONMENT-BASED",1,0.13
"ENVIRONMENT-SENSITIVE",1,0.13
"EPC",1,0.13
"EPI",1,0.13
"EPM",1,0.13
"ER",1,0.13
"ERA",1,0.13
"ERGONOMICS",1,0.13
"ERROR",1,0.13
"ES",1,0.13
"ESTIMATION",1,0.13
"EUDABILITY",1,0.13
"EVENT-BASED",1,0.13
"EVIDENCE",1,0.13
"EVIDENCE-BASED",1,0.13
"EX-ANTE",1,0.13
"EXAMINATION",1,0.13
"EXECUTED",1,0.13
"EXPERIENCES",1,0.13
"EXPERT",1,0.13
"EXPLAINABILITY",1,0.13
"EXPLOITING",1,0.13
"EXPLORATIVE",1,0.13
"EXTRACTING",1,0.13
"FACHHOCHSCHULEN",1,0.13
"FACIAL",1,0.13
"FACILITATING",1,0.13
"FACT",1,0.13
"FALLACIES",1,0.13
"FEASIBILITY",1,0.13
"FEATURE",1,0.13
"FEEDBACK",1,0.13
"FEEL",1,0.13
"FILE",1,0.13
"FILTERING",1,0.13
"FINISHED",1,0.13
"FINISHING",1,0.13
"FLEXIBLE",1,0.13
"FLIGHT",1,0.13
"FLOOD",1,0.13
"FLOOR",1,0.13
"FLOW",1,0.13
"FOOD",1,0.13
"FORBUSINESS",1,0.13
"FORM",1,0.13
"FORMALIZATION",1,0.13
"FORMALIZING",1,0.13
"FORMATION",1,0.13
"FOR PROCESS",1,0.13
"FOR USING",1,0.13
"FOR WHAT-IF",1,0.13
"FOSTERING",1,0.13
"FOUNDATION",1,0.13
"FOUR",1,0.13
"FRAGMENTS",1,0.13
"FRAMING",1,0.13
"FULFILLMENT",1,0.13
"FULL",1,0.13
"FURNACE",1,0.13
"FURNITURE",1,0.13
"FUSION",1,0.13
"GAMIFICATION",1,0.13
"GAPS",1,0.13
"GENERALIZABILITY",1,0.13
"GENERALIZED",1,0.13
"GENERATIVE",1,0.13
"GENERIC",1,0.13
"GENETIC",1,0.13
"GEO-DISTRIBUTED",1,0.13
"GEOGRAPHICAL",1,0.13
"GLASSES-BASED",1,0.13
"GOAAL",1,0.13
"GOAL",1,0.13
"GOVERNMENT",1,0.13
"GRAPH",1,0.13
"GRAPH-BASED",1,0.13
"GRAPHICAL",1,0.13
"GREY-DEMA℡",1,0.13
"GROUP",1,0.13
"GROUPS",1,0.13
"GUARANTEEING",1,0.13
"GUIDED",1,0.13
"HAMEDAN",1,0.13
"HANDCRAFTED",1,0.13
"HARBOR’S",1,0.13
"HARD-MEASURABLE",1,0.13
"HARNESSING",1,0.13
"HEALTH-CARE",1,0.13
"HEART",1,0.13
"HEAVY-DUTY",1,0.13
"HELP",1,0.13
"HETEROGENEOUS",1,0.13
"HIGH",1,0.13
"HIGH-TECH",1,0.13
"HIGHLY",1,0.13
"HINT",1,0.13
"HOLDINGS",1,0.13
"HOME",1,0.13
"HOMOGENEITY",1,0.13
"HORIZONTAL",1,0.13
"HR",1,0.13
"HUMAN-CENTRIC",1,0.13
"I-AOMA",1,0.13
"IBM",1,0.13
"ICON—A",1,0.13
"IDE4ICDS",1,0.13
"IDEA",1,0.13
"IDEAS",1,0.13
"IDENTIFY",1,0.13
"IDENTIFYING",1,0.13
"II",1,0.13
"ILLUMINATING",1,0.13
"IMPERFECTIONS",1,0.13
"IMPLEMENT",1,0.13
"IMPLEMENTATION-",1,0.13
"IMPLEMENTATIONS",1,0.13
"IMPLICATION",1,0.13
"IMPROVEMENTS",1,0.13
"IN-DATABASE",1,0.13
"INACTIVE",1,0.13
"INBOUND",1,0.13
"INCLUDE",1,0.13
"INCOMPATIBLE",1,0.13
"INCREASED",1,0.13
"INDEX",1,0.13
"INDEX-BASED",1,0.13
"INDIVIDUAL",1,0.13
"INDIVIDUAL-LEVEL",1,0.13
"INDIVIDUALIZED",1,0.13
"INDOORS",1,0.13
"INDUSTRIE",1,0.13
"INDUSTRY-SPECIFIC",1,0.13
"INEFFICIENCIES",1,0.13
"INFERRING",1,0.13
"INFLUENCING",1,0.13
"INFLUENTIAL",1,0.13
"INFORMATICS",1,0.13
"INFRASTRUCTURE",1,0.13
"INITIAL",1,0.13
"INITIATIVES",1,0.13
"INNER",1,0.13
"INNOVATING",1,0.13
"INPUT",1,0.13
"INSTALLATION",1,0.13
"INSTEAD",1,0.13
"INSTITUTIONS",1,0.13
"INSTRUMENTING",1,0.13
"INTEGRAL",1,0.13
"INTELLECTUAL",1,0.13
"INTERCHANGE",1,0.13
"INTERCOMPANY",1,0.13
"INTERCONNECTED",1,0.13
"INTERDISCIPLINARY",1,0.13
"INTERESTINGNESS",1,0.13
"INTERFACE",1,0.13
"INTERPRETABILITY",1,0.13
"INTERRELATIONSHIPS",1,0.13
"INTRADAY",1,0.13
"INVESTIGATE",1,0.13
"INVESTMENT",1,0.13
"INVOICE-TO-CASH",1,0.13
"INVOLVED",1,0.13
"IN AI-AUGMENTED",1,0.13
"IN BUSINESS",1,0.13
"IN PRIMARY",1,0.13
"IOT-BIG",1,0.13
"IOT-DRIVEN",1,0.13
"IRANIAN",1,0.13
"IRM",1,0.13
"ISSUE",1,0.13
"IT-SERVICE",1,0.13
"ITALIAN",1,0.13
"ITALY",1,0.13
"ITEM",1,0.13
"ITEMS",1,0.13
"ITIS",1,0.13
"JAVA",1,0.13
"JAVA-BASED",1,0.13
"JOB",1,0.13
"JOB-FAMILIES",1,0.13
"JOBS",1,0.13
"JOINT",1,0.13
"JORDAN",1,0.13
"JOSHUA",1,0.13
"JÖNKÖPING",1,0.13
"KAZAKHSTAN",1,0.13
"KEYBOARDS",1,0.13
"KEYING",1,0.13
"KICK-STARTING",1,0.13
"KIT",1,0.13
"KNOWLEDGE-DRIVEN",1,0.13
"KNOWLEDGE-ENRICHED",1,0.13
"KPI-DRIVEN",1,0.13
"KPISHARE",1,0.13
"L",1,0.13
"LAB",1,0.13
"LANDSCAPE",1,0.13
"LANGUAGES",1,0.13
"LAYERED",1,0.13
"LCLS-II",1,0.13
"LEAD",1,0.13
"LEADING",1,0.13
"LEADS",1,0.13
"LEARN",1,0.13
"LEARNED",1,0.13
"LECTURE",1,0.13
"LEGACY",1,0.13
"LESS-STRUCTURED",1,0.13
"LEVERAGE",1,0.13
"LEVERAGING",1,0.13
"LIBRARY",1,0.13
"LIFE-CYCLE",1,0.13
"LIMITATIONS",1,0.13
"LINEAR",1,0.13
"LINES",1,0.13
"LINGUISTIC",1,0.13
"LINKING",1,0.13
"LIVE",1,0.13
"LJUBLJANA",1,0.13
"LNG",1,0.13
"LOCAL",1,0.13
"LOG",1,0.13
"LOG-BASED",1,0.13
"LOG-DELTA",1,0.13
"LOGGING",1,0.13
"LOGIC",1,0.13
"LOGISTIC",1,0.13
"LOGISTICSWAREHOUSING",1,0.13
"LONG-TAILED",1,0.13
"LONGER",1,0.13
"LOOK-AHEAD",1,0.13
"LOSING",1,0.13
"LOT",1,0.13
"LOW",1,0.13
"LOW-",1,0.13
"LOYALTY",1,0.13
"MACHINE-ASSISTED",1,0.13
"MAGNILOQUENCE",1,0.13
"MAKE",1,0.13
"MANAGEMENT-ARE",1,0.13
"MANAGEMENT-AS-A-SERVICE",1,0.13
"MANAGEMENT-BASED",1,0.13
"MANAGEMENTSUITABLE",1,0.13
"MANAGER",1,0.13
"MANAGERIAL",1,0.13
"MANUFACTURE",1,0.13
"MANUFACTURER",1,0.13
"MAPS",1,0.13
"MARINE",1,0.13
"MARITIME",1,0.13
"MARKET",1,0.13
"MARKETING",1,0.13
"MASHATAN",1,0.13
"MATH",1,0.13
"MATRIX-BASED",1,0.13
"MATRIX-TYPE",1,0.13
"MEASUREMENTS",1,0.13
"MECHANICAL",1,0.13
"MEETING",1,0.13
"MERGING",1,0.13
"MESSAGES",1,0.13
"META",1,0.13
"META-OPTIMIZED",1,0.13
"METAL",1,0.13
"METALLURGICAL",1,0.13
"METAMODEL",1,0.13
"METAVERSE",1,0.13
"METHODOLOGICAL",1,0.13
"METHODOLOGY—AN",1,0.13
"METRIC",1,0.13
"METRICM",1,0.13
"MICROECONOMIC",1,0.13
"MICROTCA",1,0.13
"MIDDLE-INCOME",1,0.13
"MIDDLEWARE",1,0.13
"MIGRATION",1,0.13
"MILK",1,0.13
"MILL",1,0.13
"MIND",1,0.13
"MINER",1,0.13
"MINIMUM",1,0.13
"MINING-BASED",1,0.13
"MINING-ENABLED",1,0.13
"MINING-INDUCED",1,0.13
"MIXED",1,0.13
"MIXED-INITIATIVE",1,0.13
"ML-BASED",1,0.13
"MLBENCH",1,0.13
"MODALITIES",1,0.13
"MODELSAN",1,0.13
"MODES",1,0.13
"MODULATION",1,0.13
"MODULE",1,0.13
"MORTGAGE",1,0.13
"MOVING",1,0.13
"MULTI-AGENT",1,0.13
"MULTI-ARMED",1,0.13
"MULTI-CLOUD",1,0.13
"MULTI-CRITERIA",1,0.13
"MULTI-DIMENSIONAL",1,0.13
"MULTI-FLOW",1,0.13
"MULTI-LAYER",1,0.13
"MULTI-OBJECTS",1,0.13
"MULTI-PARAMETER",1,0.13
"MULTI-PERSPECTIVE",1,0.13
"MULTI-RANGE",1,0.13
"MULTI-TENANCY",1,0.13
"MULTI-VIEW",1,0.13
"MULTICRITERIA",1,0.13
"MULTIDISCIPLINARY",1,0.13
"MULTILEVEL",1,0.13
"MULTIPARTY",1,0.13
"MULTIPLE-CASE",1,0.13
"MYANMAR",1,0.13
"MYTH",1,0.13
"NARROW-AISLE",1,0.13
"NATIONAL",1,0.13
"NECESSITY",1,0.13
"NEEDS",1,0.13
"NEGOTIATIONS",1,0.13
"NEIGHBORHOOD",1,0.13
"NET-BASED",1,0.13
"NEWSVENDOR",1,0.13
"NEXT-ELEMENT",1,0.13
"NEXUS",1,0.13
"NIGEL",1,0.13
"NIGHTMARE",1,0.13
"NIRIKSHAN",1,0.13
"NLINQ",1,0.13
"NLP4BPM",1,0.13
"NO-SHOW",1,0.13
"NON",1,0.13
"NON-FUNCTIONAL",1,0.13
"NOTATIONS",1,0.13
"NOTES",1,0.13
"NOW",1,0.13
"NUMERIC",1,0.13
"NURSE",1,0.13
"OBJECTIVE-BASED",1,0.13
"OBSERVABILITY",1,0.13
"OBSERVATION",1,0.13
"ODERU",1,0.13
"OF PROCESS",1,0.13
"OF READING",1,0.13
"OF WHOLE-WORD",1,0.13
"ON-DEMAND",1,0.13
"ON-SITE",1,0.13
"ONE",1,0.13
"ONGOING",1,0.13
"ONLINE",1,0.13
"ONSHORE",1,0.13
"ONTOLOGIES",1,0.13
"OPERATING",1,0.13
"OPERATIONALIZATION",1,0.13
"OPPORTUNITY",1,0.13
"OPTIONS",1,0.13
"ORGANISATIONAL",1,0.13
"ORGANIZATION-WIDE",1,0.13
"ORGANIZING",1,0.13
"OSBORNES",1,0.13
"OUT",1,0.13
"OUTGOING",1,0.13
"OUTLOOK",1,0.13
"OUTPERFORMANCE",1,0.13
"OUTSOURCING",1,0.13
"OVER-TIME",1,0.13
"OWNER",1,0.13
"P-ICN",1,0.13
"PACKAGING",1,0.13
"PALM",1,0.13
"PARADIGM",1,0.13
"PARALLELISM",1,0.13
"PARTIALLY",1,0.13
"PARTICIPATION",1,0.13
"PARTICIPATIVE",1,0.13
"PARTITION",1,0.13
"PARTNERS",1,0.13
"PARTNERSHIPS",1,0.13
"PASSPORT",1,0.13
"PAST",1,0.13
"PATENTS",1,0.13
"PATH",1,0.13
"PATHWAYS—AN",1,0.13
"PATIENTS",1,0.13
"PEAS",1,0.13
"PENG",1,0.13
"PENTAGONAL",1,0.13
"PERCEPTIONS",1,0.13
"PERFORM",1,0.13
"PERFORMANCE-BASED",1,0.13
"PERFORMANCE-DRIVEN",1,0.13
"PERFORMANCE-ORIENTED",1,0.13
"PERFORMANCE-THE",1,0.13
"PERFORMED",1,0.13
"PERSONALITYPROCESS",1,0.13
"PERSONALIZATION",1,0.13
"PERSONALIZED",1,0.13
"PERUVIAN",1,0.13
"PHYSIOLOGICAL",1,0.13
"PINEAPPLE",1,0.13
"PIPE",1,0.13
"PIPELINE",1,0.13
"PIPELINES",1,0.13
"PLANET",1,0.13
"PLANS",1,0.13
"PLANT-REGIONAL",1,0.13
"PLANTS",1,0.13
"PLATFORMS",1,0.13
"PLAYER",1,0.13
"PMS",1,0.13
"POCKETS",1,0.13
"POLARIZATION",1,0.13
"POLISH",1,0.13
"POPULATION",1,0.13
"PORTS",1,0.13
"PORTUGAL",1,0.13
"POSITIVE",1,0.13
"POTS",1,0.13
"POWER",1,0.13
"PPAFR",1,0.13
"PRACTICAL",1,0.13
"PRACTITIONERS",1,0.13
"PRECONFIGURED",1,0.13
"PREDICTORS",1,0.13
"PREFACE",1,0.13
"PRESENT",1,0.13
"PRESENTED",1,0.13
"PRESERVING",1,0.13
"PRIMARY",1,0.13
"PRIORITIES",1,0.13
"PRO-VE",1,0.13
"PROBLEMS",1,0.13
"PROCEDURES",1,0.13
"PROCEEDINGS2015",1,0.13
"PROCESS-AWARE",1,0.13
"PROCESS-DRIVEN",1,0.13
"PROCESS-FOCUSED",1,0.13
"PROCESSAGILE",1,0.13
"PROCESSES–A",1,0.13
"PROCESSORS",1,0.13
"PROCUREMENT",1,0.13
"PRODUCTIONS",1,0.13
"PRODUCTS",1,0.13
"PROFILES",1,0.13
"PROFILING",1,0.13
"PROFITABILITY",1,0.13
"PROGOALML",1,0.13
"PROGRAMS",1,0.13
"PROGRESS",1,0.13
"PROGRESSIVE",1,0.13
"PROJECTSRESULTS",1,0.13
"PROMOTION",1,0.13
"PROPOSING",1,0.13
"PROSIM",1,0.13
"PROTOTYPE",1,0.13
"PROVIDERS",1,0.13
"PROVINCE",1,0.13
"PROVISIONING",1,0.13
"PSO",1,0.13
"PUBLICATION-LEVEL",1,0.13
"PURPOSE",1,0.13
"PVCMS",1,0.13
"QMS",1,0.13
"QUADRANGLE",1,0.13
"QUALITY-INFORMED",1,0.13
"QUANTATIVE",1,0.13
"QUANTIFIABLE",1,0.13
"QUANTIFICATION",1,0.13
"QUANTIFY",1,0.13
"QUERIES",1,0.13
"QUERY",1,0.13
"QUESTIONNAIRE-BASED",1,0.13
"QUEUING",1,0.13
"QUEUING-BASED",1,0.13
"RAILWAY",1,0.13
"RANKING",1,0.13
"RATIONING",1,0.13
"RD",1,0.13
"RE-DESIGN",1,0.13
"REACH-BASED",1,0.13
"READINESS",1,0.13
"READY",1,0.13
"REAL",1,0.13
"REALISATION",1,0.13
"REALIZATION",1,0.13
"REALLOCATION",1,0.13
"REASONING",1,0.13
"RECEIVER",1,0.13
"RECOGNITION",1,0.13
"RECOMMENDATION",1,0.13
"RECOMMENDER",1,0.13
"RECONCILIATION",1,0.13
"RECRUITING",1,0.13
"REDESIGNING",1,0.13
"REDUCTION",1,0.13
"REEINGENIERING",1,0.13
"REFACTORING",1,0.13
"REFINERIES",1,0.13
"REFLECTIVE",1,0.13
"REGISTRATION",1,0.13
"REGRESSIVE",1,0.13
"REGULATE",1,0.13
"RELATED",1,0.13
"RELATING",1,0.13
"RELATIONSHIPS",1,0.13
"RELEASE",1,0.13
"RELEVANCE",1,0.13
"RELEVANT",1,0.13
"REMOTE",1,0.13
"RENEWABLE",1,0.13
"REORDERING",1,0.13
"REPAIR",1,0.13
"REPLENISHMENT",1,0.13
"REPRESENTATION",1,0.13
"REPRESENTATIONS",1,0.13
"REPUBLIC",1,0.13
"REQUEST",1,0.13
"REQUIREMENT",1,0.13
"RESEARCHERS",1,0.13
"RESPONSE",1,0.13
"RESPONSIBILITY",1,0.13
"RESTRICTION",1,0.13
"RETAIL",1,0.13
"RETAILER",1,0.13
"RETIREMENT",1,0.13
"REUSE",1,0.13
"REVISED",1,0.13
"REVISITING",1,0.13
"REWARDS",1,0.13
"RISK-ADJUSTED",1,0.13
"RISK-DRIVEN",1,0.13
"RMSIM",1,0.13
"ROAD",1,0.13
"ROLLING",1,0.13
"ROOFLINE",1,0.13
"ROUGH",1,0.13
"ROUTING",1,0.13
"RPA",1,0.13
"RTE",1,0.13
"RULE-BASED",1,0.13
"RUN-TIME",1,0.13
"RUNS",1,0.13
"RUNTIME",1,0.13
"SANJAY",1,0.13
"SARAVANAN",1,0.13
"SATURATION",1,0.13
"SAVING",1,0.13
"SCHEME",1,0.13
"SCHEMES",1,0.13
"SCHOLARLY",1,0.13
"SCIENTIFIC",1,0.13
"SCOPE",1,0.13
"SCOR",1,0.13
"SCORECARD",1,0.13
"SCORECARDS",1,0.13
"SCORES",1,0.13
"SCROAM",1,0.13
"SEAPORTS",1,0.13
"SEASON",1,0.13
"SECURE",1,0.13
"SELECT",1,0.13
"SELECTED",1,0.13
"SELF",1,0.13
"SELF-ADAPTATION",1,0.13
"SELF-SIMILAR",1,0.13
"SEMI-AUTOMATED",1,0.13
"SENSOR-BASED",1,0.13
"SENSORS",1,0.13
"SEPSIS",1,0.13
"SERBIAN",1,0.13
"SERIALIZABLE",1,0.13
"SERVER",1,0.13
"SERVITISED",1,0.13
"SESSION",1,0.13
"SETS",1,0.13
"SHAREABLE",1,0.13
"SHARED",1,0.13
"SHARPENING",1,0.13
"SHIPMENT",1,0.13
"SIGHT",1,0.13
"SIGMA",1,0.13
"SIMIO-BASED",1,0.13
"SIMULATION-DRIVEN",1,0.13
"SIMULATOR",1,0.13
"SIMULTANEOUS",1,0.13
"SINGLE",1,0.13
"SITES",1,0.13
"SITUATIONAL",1,0.13
"SIX",1,0.13
"SIZE",1,0.13
"SKETCH",1,0.13
"SKILLS",1,0.13
"SLA",1,0.13
"SLA-BASED",1,0.13
"SLAC",1,0.13
"SLAS",1,0.13
"SLIPSTREAM",1,0.13
"SLOVENIAN",1,0.13
"SMALL",1,0.13
"SOA-",1,0.13
"SOA-ENABLED",1,0.13
"SOCCER",1,0.13
"SOFT",1,0.13
"SOPA",1,0.13
"SOUND",1,0.13
"SPACE",1,0.13
"SPATIAL",1,0.13
"SPECIAL",1,0.13
"SPECIFICATION",1,0.13
"SPECIFICATIONS",1,0.13
"SPECTRUM",1,0.13
"SPM",1,0.13
"SQL-BASED",1,0.13
"STAKEHOLDER",1,0.13
"STAKEHOLDER-CENTERED",1,0.13
"STANDARDISED",1,0.13
"STANDARDS",1,0.13
"STAR",1,0.13
"STARTUP",1,0.13
"STARTUPS",1,0.13
"STATES",1,0.13
"STEEL",1,0.13
"STEP",1,0.13
"STEPS",1,0.13
"STOCHASTIC",1,0.13
"STOCK",1,0.13
"STORAGE",1,0.13
"STORE",1,0.13
"STORY",1,0.13
"STRALI-BPM",1,0.13
"STRESS",1,0.13
"STRINGING",1,0.13
"STRINGS",1,0.13
"STRIPLINE",1,0.13
"STRUCTURES",1,0.13
"STUDENT",1,0.13
"STUDENTS",1,0.13
"SUBMISSION",1,0.13
"SUPPLIERS’",1,0.13
"SUPPLY-CHAIN",1,0.13
"SUPPORTED",1,0.13
"SURABAYA",1,0.13
"SURFING",1,0.13
"SUSTAINABILITY-ORIENTED",1,0.13
"SUSTAINABLE",1,0.13
"SUSTAINING",1,0.13
"SWEDEN",1,0.13
"SYLLABIC",1,0.13
"SYMBIOTIC",1,0.13
"SYNCHRONIZER",1,0.13
"TABLE",1,0.13
"TABLES",1,0.13
"TAIL",1,0.13
"TAIWAN",1,0.13
"TAKING",1,0.13
"TAN",1,0.13
"TARGET",1,0.13
"TASK",1,0.13
"TAXONOMY",1,0.13
"TAYLOR",1,0.13
"TC",1,0.13
"TEAM",1,0.13
"TELECOM",1,0.13
"TELECONSULTATION",1,0.13
"TELEMONITORING",1,0.13
"TELEPHONE",1,0.13
"TELESALES",1,0.13
"TELL",1,0.13
"TENETS",1,0.13
"TERMINALS",1,0.13
"TEST",1,0.13
"TEXTUAL",1,0.13
"THAILAND",1,0.13
"THEMES",1,0.13
"THEORETICAL",1,0.13
"THEORIES",1,0.13
"THEORY-BASED",1,0.13
"THERMAL",1,0.13
"THE DEVIL’S",1,0.13
"THINK",1,0.13
"THREE-STEP",1,0.13
"TICKETING",1,0.13
"TIME-SENSITIVE",1,0.13
"TIMED",1,0.13
"TOGETHER",1,0.13
"TOPIC",1,0.13
"TOTAL",1,0.13
"TQM",1,0.13
"TRACEABILITY",1,0.13
"TRACKBUSINESS",1,0.13
"TRADITIONAL",1,0.13
"TRAJECTORY",1,0.13
"TRANSACTIONAL",1,0.13
"TRANSFORMATIONS",1,0.13
"TRANSITION",1,0.13
"TRANSITIONAL",1,0.13
"TRANSLATING",1,0.13
"TRANSPORTATION",1,0.13
"TREATMENT",1,0.13
"TREES",1,0.13
"TRUCK",1,0.13
"TRUCKING",1,0.13
"TRUST",1,0.13
"TURNAROUND",1,0.13
"TUTORIAL",1,0.13
"UAE",1,0.13
"UIPATH",1,0.13
"ULTRA-COMPACT",1,0.13
"UNDERGROUND",1,0.13
"UNDERPINNING",1,0.13
"UNIFICATION",1,0.13
"UNIFYING",1,0.13
"UNIVERSITIES",1,0.13
"UNIVERSITY-INDUSTRY",1,0.13
"UNLOCKING",1,0.13
"UNRAVELLING",1,0.13
"UPDATE",1,0.13
"UPDATES",1,0.13
"USAGE",1,0.13
"USERS",1,0.13
"UTILIZATION",1,0.13
"VALID",1,0.13
"VALIDATED",1,0.13
"VALIDATING",1,0.13
"VALIDATION",1,0.13
"VALUES",1,0.13
"VARIABLE",1,0.13
"VARIANCE",1,0.13
"VEHICLES",1,0.13
"VENDOR",1,0.13
"VERIFY",1,0.13
"VERSIONS",1,0.13
"VIEWPOINTS",1,0.13
"VIRTUALIZED",1,0.13
"VISUAL",1,0.13
"VO",1,0.13
"VOLUME",1,0.13
"VOS",1,0.13
"VS",1,0.13
"VULNERABILITIES",1,0.13
"W",1,0.13
"WADE",1,0.13
"WAFER",1,0.13
"WAITING",1,0.13
"WARD",1,0.13
"WAVE22ND",1,0.13
"WAY",1,0.13
"WEB-ENABLED",1,0.13
"WEB-SERVICE",1,0.13
"WEEDING",1,0.13
"WEIGHTS",1,0.13
"WELL-FOUNDED",1,0.13
"WG",1,0.13
"WHATS",1,0.13
"WHOLE-WORD",1,0.13
"WINNING",1,0.13
"WINTER",1,0.13
"WIP",1,0.13
"WOMENS",1,0.13
"WORKBENCH",1,0.13
"WORKER",1,0.13
"WORKING",1,0.13
"WORKLOAD",1,0.13
"WORKSHOP",1,0.13
"WORKSHOPSBPM",1,0.13
"WORST-CASE",1,0.13
"YARD",1,0.13
"ZIGBEE",1,0.13
"—",1,0.13
